case_id,truth,predicted,is_positive,confidence,reason,source_event_count,fit_r2,wc2_score,lag_us,fit_gain_k,ring_frequency_hz,ring_q_estimate
inductive_0198,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.8981708611005794,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.996; source/victim lag 40.0 us within window; WC2/correlation support 0.996; source and victim both have strong transient peaks,1,0.9963487115783588,0.9963487491994217,40.00000000000531,0.00013837260843983638,56853.58255450959,367.3243576291264
inductive_0199,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9633019966738218,positive: single/few dominant source event(s); unknown-gain source fit passed R2=1.000; source/victim lag -4.0 us within window; WC2/correlation support 1.000; source and victim both have strong transient peaks; ringdown tail supports kick but is not primary evidence,1,0.9995822973318029,0.9995822975443308,-4.000000000000531,-0.0003943864609510501,519.2107995845624,3.6227095221231007
inductive_0200,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9281738761012431,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.998; source/victim lag 28.0 us within window; WC2/correlation support 0.998; source and victim both have strong transient peaks; ringdown tail supports kick but is not primary evidence,1,0.998365115043181,0.9983651649490473,28.000000000003716,0.00016371687240625182,519.2107995845624,3.9364285123812377
inductive_0201,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9101135402904048,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.973; source/victim lag 32.0 us within window; WC2/correlation support 0.973; source and victim both have strong transient peaks,1,0.973048465128625,0.973050546065959,32.00000000000425,-9.961304910892725e-05,519.2107995845624,5.877478870165576
inductive_0202,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.892944813460406,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.996; source/victim lag 44.0 us within window; WC2/correlation support 0.996; source and victim both have strong transient peaks,1,0.9962857777441914,0.9962858377769811,44.00000000000584,0.0003226267537894569,38940.809968842186,287.0398539644039
inductive_0203,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.8751031511159953,positive: single/few dominant source event(s); unknown-gain source fit passed R2=1.000; source/victim lag 64.0 us within window; WC2/correlation support 1.000; source and victim both have strong transient peaks,1,0.9996682786393267,0.9996683184687152,64.0000000000085,0.00012327049568852167,519.2107995845624,3.419175784952889
inductive_0204,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.8823683679837714,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.989; source/victim lag 52.0 us within window; WC2/correlation support 0.989; source and victim both have strong transient peaks,1,0.9887236635354015,0.9887238845957406,52.0000000000069,-0.000524611207113399,36604.36137071165,180.10592682569992
inductive_0205,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.8832353172967099,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.997; source/victim lag 56.0 us within window; WC2/correlation support 0.997; source and victim both have strong transient peaks,1,0.9971023445828912,0.9971026180087017,56.00000000000743,0.000876810399157841,519.2107995845624,3.4970788778719344
inductive_0206,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9410229791956556,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.966; source/victim lag 8.0 us within window; WC2/correlation support 0.966; source and victim both have strong transient peaks,1,0.9656829005049554,0.965682936312769,8.000000000001062,0.00029077850063650735,44392.52336448009,323.9392404726517
inductive_0207,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9081372508900646,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.996; source/victim lag 40.0 us within window; WC2/correlation support 0.996; source and victim both have strong transient peaks,1,0.9964469601120873,0.9964471675715474,40.00000000000531,-0.0003404304852070554,519.2107995845624,3.9076442838536094
inductive_0208,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.958752359914619,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.998; source/victim lag 0.0 us within window; WC2/correlation support 0.998; source and victim both have strong transient peaks,1,0.9981840091174974,0.9981840091174975,0.0,-0.00032166936598855875,519.2107995845624,4.50558868501303
inductive_0209,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9410426099230955,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.996; source/victim lag 8.0 us within window; WC2/correlation support 0.996; source and victim both have strong transient peaks,1,0.9959527512264015,0.9959527543612573,8.000000000001062,-0.0004155858198599577,68276.22014536997,400.44559098054594
inductive_0210,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9410237147262719,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.998; source/victim lag -8.0 us within window; WC2/correlation support 0.998; source and victim both have strong transient peaks,1,0.9983604393874475,0.9983604405313516,-8.000000000001062,-0.0008577947742295957,58670.820353055555,296.8900448106116
inductive_0211,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9167824340382886,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.998; source/victim lag 28.0 us within window; WC2/correlation support 0.998; source and victim both have strong transient peaks,1,0.9979249592821944,0.9979251280043719,28.000000000003716,-0.00038494156275971944,519.2107995845624,7.238751863877255
inductive_0212,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.8825488144650313,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.997; source/victim lag 56.0 us within window; WC2/correlation support 0.997; source and victim both have strong transient peaks,1,0.99736879075119,0.9973689471460364,56.00000000000743,0.00016682091354541388,519.2107995845624,2.9466758895238394
inductive_0213,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9743603635914875,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.999; source/victim lag 0.0 us within window; WC2/correlation support 0.999; source and victim both have strong transient peaks; ringdown tail supports kick but is not primary evidence,1,0.9990763905181789,0.9990763905181794,0.0,-0.00047518799161147416,519.2107995845624,5.010534802273772
inductive_0214,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.930390870909337,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.990; source/victim lag 16.0 us within window; WC2/correlation support 0.990; source and victim both have strong transient peaks,1,0.9904667741349279,0.9904667932598226,16.000000000002125,-0.00045379872815169524,55555.555555548184,255.96727091033344
inductive_0215,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9321628910851633,positive: single/few dominant source event(s); unknown-gain source fit passed R2=1.000; source/victim lag 16.0 us within window; WC2/correlation support 1.000; source and victim both have strong transient peaks,1,0.9998784470939172,0.9998784475456522,16.000000000002125,0.0008793101075757888,519.2107995845624,2.789749674189727
inductive_0216,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9143399026744603,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.998; source/victim lag 28.0 us within window; WC2/correlation support 0.998; source and victim both have strong transient peaks,1,0.9977484690653631,0.9977484850579998,28.000000000003716,0.0008243832077291652,44652.12876427237,270.8623441090563
inductive_0217,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9684311554991645,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.998; source/victim lag 8.0 us within window; WC2/correlation support 0.998; source and victim both have strong transient peaks; ringdown tail supports kick but is not primary evidence,1,0.9982411618622085,0.9982411678567218,8.000000000001062,0.0007500138030127244,519.2107995845624,4.849109468734035
inductive_0218,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.889573078089364,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.998; source/victim lag 56.0 us within window; WC2/correlation support 0.998; source and victim both have strong transient peaks; ringdown tail supports kick but is not primary evidence,1,0.9977496230163028,0.9977506868487465,56.00000000000743,-0.0006214657377518779,519.2107995845624,11.093480216181764
inductive_0219,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9102249046480584,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.996; source/victim lag 36.0 us within window; WC2/correlation support 0.996; source and victim both have strong transient peaks,1,0.9960914116793969,0.9960920222133584,36.000000000004775,-0.0007152132327463422,519.2107995845624,8.414186312332038
inductive_0220,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9089968003637249,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.999; source/victim lag 40.0 us within window; WC2/correlation support 0.999; source and victim both have strong transient peaks,1,0.9993612190901027,0.9993612629110636,40.00000000000531,0.0007237646158442188,519.2107995845624,4.1057804468760395
inductive_0221,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.926428356848894,positive: single/few dominant source event(s); unknown-gain source fit passed R2=1.000; source/victim lag -20.0 us within window; WC2/correlation support 1.000; source and victim both have strong transient peaks,1,0.9998664147918668,0.9998664155328598,-20.000000000002654,-0.0003638993661582694,519.2107995845624,2.734411809400174
inductive_0222,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9407215516864142,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.999; source/victim lag -8.0 us within window; WC2/correlation support 0.999; source and victim both have strong transient peaks,1,0.9986502926585681,0.998650293172913,-8.000000000001062,0.00022902620679472163,41536.863966765,240.3425966018685
inductive_0223,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.8571615679115426,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.947; source/victim lag 64.0 us within window; WC2/correlation support 0.947; source and victim both have strong transient peaks,1,0.9465883596458755,0.9465907329445654,64.0000000000085,0.0008450010794835285,47767.39356177975,439.0648501702979
inductive_0224,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9000654288640959,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.970; source/victim lag 24.0 us within window; WC2/correlation support 0.970; source and victim both have strong transient peaks,2,0.9695902586150196,0.9695929349062221,24.000000000003187,0.0006781295199746312,519.2107995845624,10.003339399953434
inductive_0225,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.919521685440819,positive: single/few dominant source event(s); unknown-gain source fit passed R2=1.000; source/victim lag 36.0 us within window; WC2/correlation support 1.000; source and victim both have strong transient peaks; ringdown tail supports kick but is not primary evidence,1,0.9997997969652345,0.9997998119880371,36.000000000004775,0.0006790578410552023,519.2107995845624,4.93964276809298
inductive_0226,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9563081419173227,positive: single/few dominant source event(s); unknown-gain source fit passed R2=1.000; source/victim lag 0.0 us within window; WC2/correlation support 1.000; source and victim both have strong transient peaks,1,0.9995521501206852,0.9995521501206853,0.0,0.0005682036561053305,519.2107995845624,3.838194185017007
inductive_0227,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9633019165382298,positive: single/few dominant source event(s); unknown-gain source fit passed R2=1.000; source/victim lag 0.0 us within window; WC2/correlation support 1.000; source and victim both have strong transient peaks; ringdown tail supports kick but is not primary evidence,1,0.9996804621883285,0.9996804621883282,0.0,0.0004078588128863307,519.2107995845624,4.355422528884959
inductive_0228,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.8825369733611581,positive: single/few dominant source event(s); unknown-gain source fit passed R2=1.000; source/victim lag 60.0 us within window; WC2/correlation support 1.000; source and victim both have strong transient peaks; ringdown tail supports kick but is not primary evidence,1,0.9999500319970885,0.9999500428972987,60.000000000007965,-0.0008152020429846141,519.2107995845624,5.026519108102301
inductive_0229,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.8459393143204135,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.898; source/victim lag 52.0 us within window; WC2/correlation support 0.898; source and victim both have strong transient peaks,1,0.8981506371704682,0.8981655728279915,52.0000000000069,0.0003728890744605777,54776.73935617134,658.560027724926
inductive_0230,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9087565240763553,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.998; source/victim lag 32.0 us within window; WC2/correlation support 0.998; source and victim both have strong transient peaks,1,0.99813733045148,0.9981373430993077,32.00000000000425,0.0004433060862386045,32710.280373827434,145.13420519390695
inductive_0231,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.9463992974440628,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.999; source/victim lag -4.0 us within window; WC2/correlation support 0.999; source and victim both have strong transient peaks,1,0.9987348655584813,0.9987348657349001,-4.000000000000531,-0.000747380886094081,50103.84215991027,322.7611430566472
inductive_0232,relay_coil_inductive_kick,relay_coil_inductive_kick,True,0.8890203197687054,positive: single/few dominant source event(s); unknown-gain source fit passed R2=0.930; source/victim lag 8.0 us within window; WC2/correlation support 0.930; source and victim both have strong transient peaks,0,0.9296907121125226,0.929690713759908,8.000000000001062,0.0005901474801679673,56334.37175492502,2044.7207996858886
