trial_id,case,expected,observed,pass,expected_pulses,matched_pulses,missed_pulses,split_pulses,merged_groups,extra_output_pulses,detection_ratio,acquisition_limited_events,fs,source_width_s,latency_min_s,latency_max_s,minimum_valid_width_s,source_amplitude,output_noise,first_event_class,first_event_confidence,first_event_peak,estimated_tau_s,estimated_cutoff_hz
204,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.0001867456141140684,0.00017379744390468363,0.0021451309518489945,0.000281183408482392,24.171936606472052,0.04508780923864869,subthreshold pulse suppression,high,3.805309115958131,,
205,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,0.00010912753806081998,0.00022468120680273315,0.0027202627263236143,0.00015849031411385603,21.185254953262962,0.030798485494865965,subthreshold pulse suppression,high,2.650813507501642,,
206,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,7.540259554983962e-05,0.00020900620106120276,0.0029888256220210446,0.00010239596054458407,22.173328129553397,0.03053989497364585,subthreshold pulse suppression,high,4.4107687648738825,,
207,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00012891729728202009,0.0001813503932986101,0.0027075210636679147,0.0002039880087262275,26.438547379425888,0.05975998313424773,subthreshold pulse suppression,high,5.798614615886259,,
208,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00010511568219475221,0.00020971923881841576,0.002457017634342546,0.00026087405126118776,23.497997045570116,0.04254835637324135,subthreshold pulse suppression,high,3.2456032813920146,,
209,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.00018931436593638782,9.297171060308167e-05,0.003286968532775689,0.00027442195884818245,26.880913821361794,0.02982027890705035,subthreshold pulse suppression,high,3.3011068685855487,,
210,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00015864883942815164,0.0001603116675797874,0.0026655327610792187,0.00014174930971510845,21.92438061140424,0.05161504475675968,subthreshold pulse suppression,high,3.2727286839498704,,
211,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.0001627884875720221,0.0001674146147886333,0.0024476370281374853,0.0002194270866086175,25.539714864753606,0.11073639818253496,subthreshold pulse suppression,high,5.086049988103875,,
212,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,9.849393534961995e-05,9.913602155857567e-05,0.003274799588876681,0.0003176465172382234,26.373240582904785,0.09369697283625827,subthreshold pulse suppression,high,5.811102922715262,,
213,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.00016722965686909213,0.00019033800147063228,0.0027270410755098158,0.0002673422545283157,23.451827713645336,0.037469562008101136,subthreshold pulse suppression,high,5.029904808025927,,
214,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.0002045539214869586,9.214421402040859e-05,0.0032612166279490573,0.00028281355271023666,25.682697533246852,0.09469404391298464,subthreshold pulse suppression,high,3.6133091546982072,,
215,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.0001565091299191521,0.00015263298205905486,0.002540302868254108,0.00030982288251741864,26.824812557103254,0.08578987191379155,subthreshold pulse suppression,high,3.3198978171002165,,
216,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.00019448081755061078,0.00024064512368228132,0.0027950877307019637,0.0002670054453100235,20.280044492509166,0.04996080496653919,subthreshold pulse suppression,high,2.8395226512389655,,
217,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00016394144805983136,0.0002433760164977037,0.003162413111911795,0.00019580859414317949,23.90949821239291,0.046588215306182554,subthreshold pulse suppression,high,3.0411135682998625,,
218,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.00010832299421476746,0.00024486549401254916,0.003143896988161624,8.761041455071575e-05,25.976995385093808,0.08019374837587287,subthreshold pulse suppression,high,5.2931471647567525,,
219,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00018325768398927582,0.00015882029579065228,0.003134021520436829,0.00015051307988194778,26.137520983284702,0.04936857427980521,subthreshold pulse suppression,high,3.930610274763901,,
220,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,8.212929694451627e-05,0.00019962791138597495,0.003176044110160325,0.00017672812862246573,26.062410709010713,0.1006473659046168,subthreshold pulse suppression,high,3.355518297798702,,
221,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00014047210323664508,0.0002330949339693836,0.002197100129066745,0.00021643753221796324,23.446621842996244,0.0441171793806695,subthreshold pulse suppression,high,3.110447281430387,,
222,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00011395042930776876,0.00018920174974981324,0.0022868763514538168,0.00029759654950641277,20.65742876401451,0.050455087858026305,subthreshold pulse suppression,high,4.196598846209191,,
223,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.00018260643791520007,0.00018953050742283081,0.0032254953101327694,0.0003000620750188668,22.64781028292573,0.036260867841473574,subthreshold pulse suppression,high,5.212698066490452,,
224,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.0001733774531606104,0.00013135075760316707,0.0028378558919334882,9.898846999810885e-05,25.536462088174016,0.047882324113260696,subthreshold pulse suppression,high,4.990202351155189,,
225,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.00011029504982136134,0.0001527495756402412,0.003190984912538534,0.00030017156620480424,25.22813189900556,0.02020681543979656,subthreshold pulse suppression,high,5.105879890966938,,
226,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00018525117890781713,0.00016277866571744252,0.0023364174034768014,0.00026399623961851395,23.57763226927861,0.034125426705339516,subthreshold pulse suppression,high,2.937223918521856,,
227,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,0.00017122515234218463,9.811656579791384e-05,0.002289518618961522,0.00019180564110704657,22.727633766187964,0.05410765769278625,subthreshold pulse suppression,high,6.181070395428863,,
228,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00016844136751200745,0.00014521782614215732,0.003307332476713603,0.0002088085130888545,22.551516769694725,0.017004267490527285,subthreshold pulse suppression,high,5.418008364199647,,
229,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00011578510946590543,0.00010148729799886897,0.002791942322885092,0.0002853452661506471,23.023264127309403,0.11844131622517474,subthreshold pulse suppression,high,4.526457391065774,,
230,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.0001423812527195248,8.203679034601399e-05,0.0031349347494081374,0.00013607637376304442,21.82649780449886,0.0959100959361661,subthreshold pulse suppression,high,3.397017224948203,,
231,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.0001668121218944195,0.00018259574583531316,0.002143383151080776,0.0002140698709100806,21.602373585255606,0.04170622157764778,subthreshold pulse suppression,high,3.090755599578219,,
232,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.000141947904313763,0.00014191303666629925,0.002156278809840256,0.0002078676013312798,25.433919918059367,0.018523472138212208,subthreshold pulse suppression,high,4.768656797558186,,
233,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.00020515012463811344,0.0001420479696029162,0.0034467480005268966,0.0002940951465401121,25.746437986082142,0.10971616239144513,subthreshold pulse suppression,high,3.914411519591278,,
234,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,6.838948251729215e-05,0.00019091377785885938,0.003382396264735096,0.0001782672732802319,26.09179854295805,0.031864904724198756,subthreshold pulse suppression,high,3.6214226516160077,,
235,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.0001928514417030342,0.00015896060368402338,0.0029311835692900257,0.0002830100072759121,22.41727825938105,0.03908863516336834,subthreshold pulse suppression,high,3.529172146695991,,
236,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.00018811539817638437,0.00017330287394427287,0.0024515397956732217,0.00020297564304668682,25.64242960582053,0.02616715824167101,subthreshold pulse suppression,high,3.646709362896575,,
237,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.0001312432654272086,0.00012411640993787614,0.002245926163208142,0.0002484166083828577,20.042548630603825,0.026255457201044198,subthreshold pulse suppression,high,2.5833089841775965,,
238,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,8.254527627215324e-05,0.00019038572292068181,0.002030887654201923,0.00023151241826123827,24.63778294364564,0.03705228604431669,subthreshold pulse suppression,high,5.730811021495386,,
239,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.00016673558192543573,0.00021239689825976632,0.0028863727457190983,0.00018302768705270007,26.3246755497743,0.04263718146113424,subthreshold pulse suppression,high,3.973545446674585,,
240,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,9.252646531673785e-05,0.00016559187008737542,0.002000070299864616,0.0002345922760786539,24.954016523231815,0.06380932880952325,subthreshold pulse suppression,high,5.506633036216587,,
241,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.000212810496073347,0.00022552142049493625,0.002429325717766122,0.0001942797438475556,26.01160084520758,0.09389540463984303,subthreshold pulse suppression,high,5.698199911135522,,
242,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00015773316807461143,0.0002133104895470292,0.0027447799901680883,0.00028490837727481735,22.055498199587838,0.04426847112772073,subthreshold pulse suppression,high,5.798754091833759,,
243,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.00018500066609830913,0.00024136207671436144,0.0029201066901380687,0.00025888368336627097,22.971432894130036,0.043807079243877875,subthreshold pulse suppression,high,3.8973170878858028,,
244,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.0002045771905420532,0.00021795597283224893,0.00319437752928061,0.00017619854484454876,25.463079415067657,0.02404259485665442,subthreshold pulse suppression,high,4.915075967951824,,
245,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,9.716542174727105e-05,0.00013602650876095204,0.0034250508460788574,0.00013899165139743275,26.15497122986492,0.06350277041381755,subthreshold pulse suppression,high,6.504199318731396,,
246,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.00019210339402134463,0.00012996250770445686,0.0020310934600934923,0.000131904290306379,20.624046065201078,0.11517568799025851,subthreshold pulse suppression,high,4.0750522746276205,,
247,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00019681643113684386,0.0001529826777302485,0.003098374366490919,9.189841999170525e-05,26.460524857719474,0.04221174855743242,subthreshold pulse suppression,high,3.473104286659417,,
248,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.0001420842370677339,0.00012973021053434315,0.0022081682314985442,8.8899796252989e-05,23.020881683128366,0.05901023229641275,subthreshold pulse suppression,high,4.113025261100585,,
249,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.00017450398971179668,9.020069525939809e-05,0.002406148733533746,0.0003113718963607256,23.99821332904974,0.08525271014389572,subthreshold pulse suppression,high,5.737815076148511,,
250,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.00019711573038207547,0.00010524801150916442,0.002603702008849791,0.000322114094893717,22.089984150602824,0.043965037281234055,subthreshold pulse suppression,high,3.135058326706289,,
251,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.0001512078206087519,0.0001419509053298623,0.0022922985850202665,0.0002505875666703107,27.817519906645067,0.08419848396873311,subthreshold pulse suppression,high,7.656949446838625,,
252,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00020829685306744588,0.00024451078508689163,0.0028354418858532716,0.00023818730258000988,25.774990916178872,0.042745434090353016,subthreshold pulse suppression,high,3.167565867192273,,
253,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,6.380240105660738e-05,0.0002223429736317136,0.002816545074869634,0.00010849402913748704,26.679236244641036,0.057677145084907386,subthreshold pulse suppression,high,7.096967827925377,,
254,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00013746536789199,0.00023471432409596368,0.003169320086309915,0.00018292311459445286,26.455890765981962,0.0642798743062728,subthreshold pulse suppression,high,3.5236395218694607,,
255,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,0.0001912834723939945,0.00018889635834336044,0.0021814210756280145,0.0001675044652952657,25.251726073253796,0.0935912150729085,subthreshold pulse suppression,high,3.5007952971244767,,
256,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00020966221019735423,0.00012006838788725398,0.003120625118327472,0.00012807339075293896,21.695960057597887,0.04636662548677896,subthreshold pulse suppression,high,3.5821613737515516,,
257,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.0001506404600355036,0.00011333592867214751,0.002724107021585821,0.00013129720229479693,23.29651388493633,0.07622195345751784,subthreshold pulse suppression,high,4.243867914036441,,
258,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,6.182761353805836e-05,0.00023034569309132946,0.003050978252537735,9.650611027554634e-05,23.113235181352692,0.07495887804830093,subthreshold pulse suppression,high,3.7737806776742704,,
259,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,0.0001464495246490435,0.00024668193367655773,0.002189784467911618,0.00024387308303632754,24.282711416390605,0.07594859801292184,subthreshold pulse suppression,high,3.6866196100209376,,
260,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.0001546915897415589,9.594757913549178e-05,0.003460839244653834,0.00026991115169455065,20.45562955388447,0.032600614912435794,subthreshold pulse suppression,high,3.0414907487963045,,
261,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.00013509964271615072,0.00022328306709839678,0.0020273933279807282,0.00012179968133567042,21.58930277732809,0.06714323926411223,subthreshold pulse suppression,high,4.330292628881378,,
262,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00012150216365164665,0.00023648082510077038,0.003000919087690362,0.00018255596374415833,20.198588664665458,0.06652652659078825,subthreshold pulse suppression,high,2.8245132189482636,,
263,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.00019594431077012695,0.00017684998886105053,0.0031237416485250975,0.00012428443874021628,21.850648401544802,0.024769562879622134,subthreshold pulse suppression,high,3.9966276916901275,,
264,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,8.117474617090771e-05,0.0002050520516030092,0.0024875356929147025,0.00013701027462433845,21.778580270134565,0.11920528505777986,subthreshold pulse suppression,high,2.7436877227115692,,
265,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,7.375888547810124e-05,0.00018789053432483955,0.003196587233053199,0.00016002174626204095,21.742317584493804,0.030269774697838,subthreshold pulse suppression,high,5.3550698896132065,,
266,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,8.027194884741847e-05,0.00014439810260715713,0.0021649741011501474,0.00022498837151215117,25.44585585045828,0.045089325988345835,subthreshold pulse suppression,high,4.420784129296489,,
267,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,8.899384025361278e-05,0.0002353504907914446,0.0021981501598157954,0.00020408768797889815,25.019838890487407,0.04292035753476996,subthreshold pulse suppression,high,6.720049196197384,,
268,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.00013632636036839223,0.00018291738908964467,0.002111572762093853,0.00010701623677536711,23.230508763323904,0.056293660252984344,subthreshold pulse suppression,high,3.1748498083035086,,
269,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,6.92442281649657e-05,0.0002300382012387729,0.002174773257295051,0.00013764517597123526,23.906715500993776,0.08429062681451865,subthreshold pulse suppression,high,5.442980757519622,,
270,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00014526279046708776,0.00010911211632476506,0.002560195293074847,0.00020348725505826278,27.717330149026346,0.07768700938522811,subthreshold pulse suppression,high,4.156866914534641,,
271,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00020697567336046526,0.00011945325826532602,0.002902997262583155,0.0001959388411509981,21.591770930343657,0.10573751753404169,subthreshold pulse suppression,high,3.179163755251888,,
272,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00021335164689783212,0.00010513148548244729,0.003164787535435893,0.0002170787658957174,23.958350958862965,0.09582702967281397,subthreshold pulse suppression,high,6.13629379366941,,
273,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00021178206683960797,0.00021696521146820374,0.002036748211089022,0.0002954266070623098,21.36884870156223,0.04560146894468963,subthreshold pulse suppression,high,2.8800271872799543,,
274,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,0.00016320494303140147,8.655209714312061e-05,0.002320653616077511,0.00022874916362692696,20.480728305527286,0.10329922292886945,subthreshold pulse suppression,high,4.545159188443087,,
275,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00021683847618503334,0.00012164695860975917,0.002187357980954559,0.00017161032159112454,26.95815919027841,0.11975848660192358,subthreshold pulse suppression,high,4.143482568193471,,
276,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.0001168941266626794,8.405520356510075e-05,0.002141901029192877,0.00017695882844395873,21.734535705282287,0.048605673010675705,subthreshold pulse suppression,high,2.7228227409873043,,
277,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.0001473904448748364,0.00018178009821522473,0.002025825531725371,0.00021811429523706656,23.812217972486344,0.03105042668679117,subthreshold pulse suppression,high,3.069290152176728,,
278,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,0.00014982922310574184,8.451713945187221e-05,0.003482195760614434,0.0001441235957718566,22.232349192096137,0.024288337603513767,subthreshold pulse suppression,high,3.469418107536529,,
279,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,6.867701067290912e-05,0.00017471311805417858,0.00291619163721287,0.00014978145710919035,24.87509343115273,0.02182083069477625,subthreshold pulse suppression,high,3.7577779196453576,,
280,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,6.088053497702708e-05,0.00020451703559699923,0.002165019770844349,0.0001322211580677978,20.227128802457898,0.09298194634087689,subthreshold pulse suppression,high,3.8953114191614313,,
281,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,0.00011463722403736118,0.00024410795153389576,0.0028107599509141655,0.00025701915238788924,26.439904523510407,0.06835430322035102,subthreshold pulse suppression,high,3.5864265104471333,,
282,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,8.814372383685093e-05,0.00011362593898699062,0.002812708869796329,0.0002936983247823226,27.39016721726565,0.044306709143013434,subthreshold pulse suppression,high,3.298717481800185,,
283,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,9.773751861556591e-05,0.00013181897178099835,0.003486529249528688,0.00027395843803565287,20.693313941596212,0.017195947900980415,subthreshold pulse suppression,high,2.922960818925154,,
284,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.0002175213291979693,0.0002171135877387954,0.0026098041556625136,0.00011767457675725177,26.48362609547149,0.01564486174599607,subthreshold pulse suppression,high,3.847119123457281,,
285,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,0.0001423591606352544,0.00024595675790445483,0.002939188737297046,0.0002628967261011376,21.384099231272714,0.020696597090578715,subthreshold pulse suppression,high,3.212689671864953,,
286,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.00017712200968820536,0.00010858624030493098,0.003328232222768597,0.00011133106461832056,20.08093167048618,0.03765381286106948,subthreshold pulse suppression,high,2.790403244647107,,
287,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1250000.0,9.302719441781787e-05,0.00023321779584910084,0.002641163022222997,0.0002672155067638492,21.322906302145725,0.01751942768185649,subthreshold pulse suppression,high,2.593729925924521,,
288,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.0001375318969053639,8.095186639573137e-05,0.0020641379673382396,0.0001704786815244065,27.144720416109436,0.07311853531521947,subthreshold pulse suppression,high,4.847316253890053,,
289,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,0.00012020044480169807,0.00012652319737150976,0.002507122686484778,0.0001031058578809255,20.929768486501416,0.03181110572082524,subthreshold pulse suppression,high,3.934859455259873,,
290,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00011582066148495835,0.00022401314833369815,0.0024164288964934294,0.00024937214541419277,27.224300838288013,0.052148865633078606,subthreshold pulse suppression,high,3.926617391645321,,
291,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.00018480559668855264,0.0001203361146643265,0.002632405565554936,0.0002707970536573549,26.85940994461822,0.0850793890255491,subthreshold pulse suppression,high,4.875313801537744,,
292,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,800000.0,0.00010608876260942762,0.00024777171821560774,0.002120090019210708,0.00014239410722121298,22.83841470358945,0.07942699884765457,subthreshold pulse suppression,high,2.764760771315624,,
293,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,0.00020563784145342747,0.00017015107722837775,0.0027982706975063307,0.00017350319838672812,23.698654388712377,0.10066313909954823,subthreshold pulse suppression,high,3.2117283034632713,,
294,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.00015076784361831927,0.00010136708460357944,0.0032655601388505637,0.00018640487169292337,27.334072569747995,0.01796287274737946,subthreshold pulse suppression,high,3.7254740318958857,,
295,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,8.335046411928659e-05,0.00020156190960815155,0.0034488849482278055,0.00010272506255024397,25.972968007749934,0.031308639113100584,subthreshold pulse suppression,high,6.398493361889483,,
296,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,9.274999453254904e-05,0.0001460290263828691,0.0034491543966300928,0.00015325161172615476,24.41291404665877,0.01784314241767692,subthreshold pulse suppression,high,4.816196752069638,,
297,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,625000.0,8.787924381231072e-05,9.976520959414012e-05,0.003149653694310802,0.0002657962822548091,23.397171558920725,0.023479404303407073,subthreshold pulse suppression,high,3.0649938246370554,,
298,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,400000.0,0.00012008672679541885,0.00017026174242013562,0.002436778985981469,0.00015140766825454894,25.15436199504061,0.021430411512592236,subthreshold pulse suppression,high,3.9087232889383507,,
299,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,500000.0,0.0002066546631198034,0.00015585442002934632,0.0029444671596235844,0.0002042407433988222,24.685464146006932,0.039593952068508534,subthreshold pulse suppression,high,3.763846219070964,,
300,subthreshold_rc,subthreshold pulse suppression,subthreshold pulse suppression,True,1,0,1,0,0,0,0.0,0,1000000.0,0.00021938968815186504,0.00021484990470271295,0.0020749082365242974,8.224498549026132e-05,20.06221033322874,0.09123714880829034,subthreshold pulse suppression,high,5.201922637365686,,
