scenario_id,subtype,seed,truth_decay_rate_per_s,truth_frequency_hz,decay_rate_per_s,dominant_frequency_hz,damping_ratio,quality_factor,confidence_tier,uncertainty_fraction,lower_bound_per_s,upper_bound_per_s,estimator_count,estimator_names,estimator_spread_fraction,selected_input_model,impulse_fit_r2,reconstruction_r2,nonlinear_alpha,decrement_alpha,esprit_alpha,classification_unchanged,accepted_decay_rate_per_s,accepted_damping_ratio,accepted_quality_factor,accepted_lower_bound_per_s,accepted_upper_bound_per_s,damping_status,event_frequency_mad_fraction,event_shift_mad_samples,secondary_peak_ratio,accepted_relative_error,truth_inside_final_interval,candidate_relative_error,event_count_stationarity,frequency_relative_error
77,rising_only,2123087302,2516.5228706296725,8883.054186755828,2483.9587099086457,8871.55027188044,0.04451785271039709,11.231449172821975,medium,0.55,1117.7814194588905,3850.136000358401,2,"nonlinear_deconvolved_fit,cadzow_esprit",0.022346225816859352,rising,0.9997634912899702,0.8156370371747871,2483.9587099086457,,2594.972914411392,True,,,,,,unresolved,,,,,0,0.012940140978285164,,0.0012950404932280358
78,two_mode,831759866,6837.0271268273345,12725.077534359974,8638.232119139508,12666.57354653864,0.1079052694106222,4.633694005223251,medium,0.55,3887.2044536127783,13389.259784666237,3,"nonlinear_deconvolved_fit,logarithmic_decrement,cadzow_esprit",0.13200418760801397,combined,0.9027467883856172,0.9222076190355598,10002.939681514812,7497.949305883044,8638.232119139508,True,,,,,,unresolved,,,,,0,0.2634485660067883,,0.004597534880503683
79,frequency_jitter,742139190,7833.50947154335,18497.805399628225,11041.758887782618,18496.05579036241,0.0945862054791456,5.286183090516726,high,0.35,7177.143277058703,14906.374498506535,3,"nonlinear_deconvolved_fit,logarithmic_decrement,cadzow_esprit",0.02792340281547208,combined,0.9862808569887672,0.8852171602399524,11041.758887782618,5206.412695311659,11350.082368997491,True,11041.758887782618,0.0945862054791456,5.286183090516726,5520.879443891309,16562.638331673927,accepted_stationary_single_mode,0.009345794392523234,0.0,0.022073256974038852,0.4095545461320777,1,0.4095545461320777,130.0,9.458469413079465e-05
80,delay_jitter,1698221281,9946.855984180913,9828.959523566442,9926.83810830558,9688.927421497421,0.16093738926921958,3.1067982540936407,high,0.35,6452.444770398627,13401.231446212532,3,"nonlinear_deconvolved_fit,logarithmic_decrement,cadzow_esprit",0.0008131036147385912,combined,0.9986400405401776,0.789502701217081,9934.909656254367,8799.33811954847,9926.83810830558,True,,,,,,candidate_only_nonstationary,0.009708737864077714,1.0,0.02872155582957489,,0,0.002012482728931561,72.0,0.014246889686876039
81,standard,654875962,9305.256421707589,48290.48876290872,9332.589466839136,48194.221194536294,0.03080499678502922,16.231133003818158,medium,0.55,4199.665260077611,14465.51367360066,2,"nonlinear_deconvolved_fit,cadzow_esprit",0.004979025448775993,rising,0.9997690716470718,0.5709501059998392,9332.589466839136,,9239.655065922394,True,,,,,,unresolved,,,,,0,0.0029373768860128913,,0.0019935099196255117
82,weak_noisy,397820625,7259.612352614115,51277.59351136029,6318.114136788532,50919.52143066115,0.01974415801822201,25.323946432081165,medium,0.55,2843.1513615548392,9793.076912022225,2,"nonlinear_deconvolved_fit,cadzow_esprit",0.004360351902836669,falling,0.997514225979947,0.3490868477936421,6318.114136788532,0.0001084363743713673,6373.212538785902,True,,,,,,unresolved,,,,,0,0.1296898746234788,,0.006983012582675288
83,missing_edges,232909656,3292.039233425163,29481.284190475584,2452.992147921011,29378.001018656567,0.013287880186154838,37.62827426160642,medium,0.55,1103.8464665644549,3802.137829277567,2,"nonlinear_deconvolved_fit,cadzow_esprit",0.19462846854365787,combined,0.9915875099546337,0.6012650419477292,2452.992147921011,0.00022208843341981274,3407.8363581199796,True,,,,,,unresolved,,,,,0,0.25487153281316616,,0.0035033471117375758
84,amplitude_jitter,2068132861,4665.9742627979995,22421.146946150337,4676.925533715179,22344.10990578143,0.03329482042080549,15.017350857599359,high,0.35,3040.0015969148662,6313.849470515492,3,"nonlinear_deconvolved_fit,logarithmic_decrement,cadzow_esprit",0.007320901405455372,combined,0.9992808988723259,0.8330192800671494,4676.925533715179,3987.8186347344927,4711.1648444281645,True,4676.925533715179,0.03329482042080549,15.017350857599359,2338.4627668575895,7015.3883005727685,accepted_stationary_single_mode,0.0,0.0,0.02292539332982008,0.00234704914780487,1,0.00234704914780487,113.0,0.0034359098824840425
85,rising_only,1834826909,4465.456299844069,39661.29185760113,7300.506652342794,39262.973641218276,0.029580115187891918,16.90324722618612,medium,0.55,3285.227993554257,11315.78531113133,2,"nonlinear_deconvolved_fit,cadzow_esprit",0.20992370501879848,rising,0.9341418617664559,0.639863135492861,7300.506652342794,4241.284367414967,4235.407842394425,True,,,,,,unresolved,,,,,0,0.6348848050752895,,0.01004299652701593
86,two_mode,120234546,7456.769190378928,39960.49148687196,11897.990174846484,39555.07133125221,0.04781833713166497,10.45623980238542,low,1.0,0.0,23795.980349692967,2,"nonlinear_deconvolved_fit,cadzow_esprit",0.17183560553221638,combined,0.8810556006872725,0.6461286133505235,11897.990174846484,6175.3849387308,7808.99348222427,True,,,,,,unresolved,,,,,0,0.5955958768574768,,0.010145524755443384
