frequency_hz,mean_amplitude_ch1,mean_amplitude_ch2,median_gain_ch2_over_ch1,gain_relative_mad,coherence,phase_difference_deg,occupancy_ch1,occupancy_ch2,classification
60.0,0.07582862845151289,0.05447333914291354,0.7195362201175158,0.016635193468733375,0.9981882026870833,-0.2698689370797689,1.0,1.0,common-mode
180.0,0.049615200629706716,0.04471124258029549,0.9007620120271385,0.009030460019511228,0.9988318699195491,179.78942984145365,1.0,1.0,differential / opposite-polarity
310.0,0.059995672738773605,0.0005202509425403412,0.007802764179312606,0.3662282328820098,0.010709648079109532,159.394999691972,1.0,0.0,channel 1 local
