frequency_hz,psd_v2_per_hz
0.0,1.1967439044490936e-06
19.531249999999442,8.35146433466927e-07
39.062499999998884,1.1906692588946372e-07
58.59374999999832,6.384048743981049e-08
78.12499999999777,1.4521823597024186e-07
97.65624999999721,3.3056857053750914e-07
117.18749999999665,1.1151242166653296e-07
136.7187499999961,3.5438349544891654e-08
156.24999999999554,1.1172293331818726e-07
175.78124999999497,1.5163039317846242e-07
195.31249999999443,4.233482358984202e-07
214.84374999999386,4.075532771097659e-07
234.3749999999933,2.626370182061301e-07
253.90624999999275,1.4111648387670934e-08
273.4374999999922,6.667889457848485e-08
292.96874999999164,8.914818125096199e-08
312.4999999999911,2.761432244848824e-07
332.0312499999905,1.9385853377259158e-07
351.56249999998994,6.525885440189738e-08
371.0937499999894,1.1768729094755921e-07
390.62499999998886,1.2385990554097845e-07
410.1562499999883,1.239732507587624e-07
429.6874999999877,1.882399241695345e-07
449.21874999998715,1.6730698316519874e-07
468.7499999999866,6.634215720214376e-08
488.2812499999861,6.222575349860638e-08
507.8124999999855,2.967361976805315e-07
527.343749999985,3.915786712697384e-07
546.8749999999844,8.927594412485448e-08
566.4062499999839,6.410235510799037e-08
585.9374999999833,1.0338664061627981e-07
605.4687499999827,1.5589256801463421e-07
624.9999999999822,9.101807361058763e-08
644.5312499999816,4.8774807936941934e-08
664.062499999981,7.191544058885633e-08
683.5937499999804,1.1561562046397772e-07
703.1249999999799,1.6192014447412254e-07
722.6562499999793,2.120281543025956e-07
742.1874999999789,3.1079068674550396e-08
761.7187499999783,5.60395598549978e-08
781.2499999999777,6.819004535325544e-08
800.7812499999771,7.400091231192736e-08
820.3124999999766,1.5855298008535846e-07
839.843749999976,2.3867534394394465e-07
859.3749999999754,2.1050787539126048e-08
878.9062499999749,8.231963493169227e-08
898.4374999999743,2.3688057655513977e-07
917.9687499999737,7.194148139761416e-07
937.4999999999732,1.7344398100794736e-06
957.0312499999727,2.2369006537922536e-05
976.5624999999721,0.005472243763264093
996.0937499999716,0.04150925901782713
1015.624999999971,0.01848995489141122
1035.1562499999704,9.955627915299492e-05
1054.68749999997,3.6293185323493816e-06
1074.2187499999693,6.853191663224429e-07
1093.7499999999688,1.5428978475767203e-07
1113.2812499999682,1.0225156218715529e-07
1132.8124999999677,2.2421475408665444e-07
1152.343749999967,1.038964108124591e-07
1171.8749999999666,1.203662916964418e-07
1191.406249999966,1.724501046749927e-07
1210.9374999999654,1.4855068009170574e-07
1230.4687499999648,5.9454926607829025e-08
