capture_index,frequency_hz,amplitude,phase_rad,prominence,local_floor
39,550.0,0.0025527836033520396,2.055105478484488,0.002680764991212821,0.000499442968971831
39,680.0,0.0025839066497266015,2.7529134816163965,0.0027297800675881983,0.0004874243663932612
40,60.0,0.04973927655208564,-0.841172465666705,0.049685459079590655,0.000698264934436386
40,310.0,0.04290703732554994,-1.2851948696375395,0.04292072832842581,0.0006430397355181851
41,60.0,0.049501138128377004,-0.44733913840769424,0.049192800068492006,0.0009358303009321105
41,310.0,0.045543892630077486,-1.2784964399129306,0.04554119285385728,0.0007160635213721132
42,60.0,0.05410061443476548,0.3766317079630258,0.05421345295882288,0.0006166945860680374
42,310.0,0.047782260776945876,-1.2708667409021004,0.04791233531151114,0.00046136583520693826
43,60.0,0.0598013283248848,-1.6420577336868771,0.05967485272091793,0.000693852913917831
43,170.0,0.002021118086262432,1.7297141276338346,0.001804147967333165,0.0004748625178263422
43,310.0,0.05059862314532358,-1.2750117483509327,0.050931260241952984,0.00036743243241233093
43,680.0,0.0027998795514384144,-2.9879603876734904,0.002873831994462543,0.0006568552456333841
44,60.0,0.058171564053491075,-1.5228833217385853,0.05805872631875891,0.0005508463322772736
44,310.0,0.05237235255598344,-1.2770876966871643,0.05230950478163687,0.0006220409674087084
45,60.0,0.08684412848375539,2.13451326326658,0.08660631353915922,0.0006096313661528554
45,310.0,0.05448928947349238,-1.2869385087356249,0.054389917020620654,0.0006481034707690931
46,2.0,0.0014407344623752715,-1.3602544282790983,0.001268704400301325,0.0001720300620739466
46,60.0,0.06875405985258806,1.2545756159726946,0.06870708930378516,0.0006626513069865564
46,310.0,0.05743799857718976,-1.2742162590529509,0.05741638955877248,0.0006458548590880437
47,7.0,0.0019375417978068747,2.6438568420855484,0.0017503466878850723,0.00028149323748507084
47,60.0,0.09029562798342616,2.958497011072913,0.09035283943381595,0.0006447368467923089
47,310.0,0.06062555514665999,-1.2783390388427796,0.060724540185423774,0.0005989141736111037
47,560.0,0.0020558156762843457,-1.5673635952614215,0.0022416494470856403,0.000451065444489413
