Family,Region,True pole,Collective fitted pole,Single fitted pole,True start,Collective fitted start,Single fitted start
62,6,-20.25850116246546,-18.708470141140005,-17.219213869646232,207,207,207
63,1,-29.429320602665726,-28.32455202526461,-26.06982374322739,0,0,0
63,2,-7.322462340917045,-3.868691783137035,-5.857184518803278,60,57,57
63,3,-28.381653419217052,-28.32455202526461,-33.435895543406936,90,90,90
63,4,-14.903170286446308,-14.586913589671289,-13.425746889173139,120,123,123
63,5,-3.1305575278564337,-0.8,-0.8,183,180,180
63,6,-3.9745914113940772,-4.203287400807451,-5.857184518803278,208,210,207
64,1,-6.989247569169291,-4.961797042613721,-8.86775489245368,0,0,0
64,2,-28.49104950507753,-23.99457931044167,-2.3518758972837563,43,42,45
64,3,-31.032956328526723,-30.774287365112826,-3.868691783137035,74,75,102
64,4,-8.434824939306663,-6.9141502952803435,-55.0,101,102,123
64,5,-8.683629193632017,-6.9141502952803435,-10.467997023365006,136,135,159
64,6,-11.61339407575271,-15.848507336610563,-42.88326310913597,162,183,207
65,1,-8.265511440596535,-8.161852192338433,-6.9141502952803435,0,0,0
65,2,-3.140185789937002,-0.8,-39.46961313959834,47,45,48
65,3,-14.720658846878436,-20.326529287084,-6.9141502952803435,76,72,105
65,4,-5.139289710204202,-4.961797042613721,-0.8,104,102,135
65,5,-25.227767594505178,-46.592153016123966,-1.3159509947289614,140,132,183
65,6,-8.848093793398592,-8.86775489245368,-9.634709742287807,190,189,219
66,1,-20.164014621287166,-20.326529287084,-13.425746889173139,0,0,0
66,2,-14.415006335876354,-2.3518758972837563,-46.592153016123966,25,27,24
66,3,-10.862655346875147,-3.0164023204439605,-0.8,54,84,51
66,4,-7.619715020104151,-13.425746889173139,-1.553422626446251,91,141,84
66,5,-17.23353140179851,-30.774287365112826,-7.512141688339704,143,174,141
66,6,-32.72214740027297,-55.0,-55.0,174,210,195
67,1,-18.07499408444378,-15.848507336610563,-28.32455202526461,0,0,0
67,2,-5.871424627845313,-5.390933205247584,-11.373353698474634,32,33,30
67,3,-4.110922468335696,-3.868691783137035,-11.373353698474634,92,90,87
67,4,-23.25838753563343,-23.99457931044167,-0.8,140,141,117
67,5,-27.61307113325263,-28.32455202526461,-14.586913589671289,170,171,174
67,6,-13.003555952951729,-14.586913589671289,-4.961797042613721,202,204,204
68,1,-7.007394789162258,-5.857184518803278,-4.203287400807451,0,0,0
68,2,-21.464442089704132,-20.326529287084,-22.084531217233312,33,33,33
68,3,-24.49419111060154,-22.084531217233312,-18.708470141140005,72,72,72
68,4,-18.36934900381851,-18.708470141140005,-0.8,157,99,102
68,5,-24.113210498890197,-6.363761000398675,-3.2772850824025843,184,156,159
68,6,-11.767794117842133,-8.86775489245368,-1.3159509947289614,211,210,207
69,1,-23.299801041447413,-20.326529287084,-55.0,0,0,0
69,2,-21.706119301964037,-18.708470141140005,-5.390933205247584,36,36,21
69,3,-33.590107814559126,-30.774287365112826,-26.06982374322739,69,69,69
69,4,-28.42857725018691,-28.32455202526461,-26.06982374322739,95,96,93
69,5,-3.05817008046637,-30.774287365112826,-0.8,121,126,141
69,6,-4.403862189346374,-3.868691783137035,-0.8,161,183,198
70,1,-2.2998583993293416,-0.8,-0.8,0,0,0
70,2,-2.954669223613771,-1.9923447578396105,-7.512141688339704,28,27,36
70,3,-6.372360719613203,-5.857184518803278,-0.8,58,60,81
70,4,-3.511728390758005,-0.8,-0.8,117,117,111
70,5,-2.6568744426712074,-2.3518758972837563,-0.8,146,144,144
70,6,-7.628149651268587,-7.512141688339704,-3.560731086348484,186,186,189
71,1,-26.55147189643833,-26.06982374322739,-30.774287365112826,0,0,0
71,2,-5.5196689351047,-5.390933205247584,-55.0,37,39,33
71,3,-33.96593334789019,-39.46961313959834,-20.326529287084,84,84,75
71,4,-16.690692044689992,-15.848507336610563,-8.86775489245368,113,114,117
71,5,-14.037417041153327,-12.357012909144409,-6.9141502952803435,165,165,153
71,6,-31.74890110483759,-28.32455202526461,-28.32455202526461,214,213,210
72,1,-3.9074328457656406,-2.3518758972837563,-0.8,0,0,0
72,2,-5.86023352888528,-11.373353698474634,-15.848507336610563,46,48,21
72,3,-2.1162222357838822,-13.425746889173139,-0.8,71,69,66
72,4,-4.360883473304208,-3.868691783137035,-1.553422626446251,106,108,105
72,5,-12.573524506266878,-13.425746889173139,-0.8,157,159,150
72,6,-17.461586986743296,-15.848507336610563,-5.390933205247584,203,204,192
73,1,-9.967376934578263,-9.634709742287807,-2.5552850631330246,0,0,0
73,2,-15.290972542696665,-12.357012909144409,-0.8,29,30,27
73,3,-3.2291900526576156,-3.2772850824025843,-18.708470141140005,63,63,60
73,4,-6.9981490586137545,-5.857184518803278,-0.8,105,105,99
73,5,-2.512030053974667,-2.5552850631330246,-26.06982374322739,144,144,147
73,6,-19.10919498338377,-9.634709742287807,-55.0,212,198,198
74,1,-9.228377197811088,-8.86775489245368,-23.99457931044167,0,0,0
74,2,-12.360339591535912,-5.857184518803278,-0.8,32,30,33
74,3,-24.04411662905682,-23.99457931044167,-14.586913589671289,58,60,63
74,4,-5.422206892866009,-0.8,-0.8,137,117,120
74,5,-7.101002596627873,-6.9141502952803435,-13.425746889173139,176,174,174
74,6,-10.5667351598166,-10.467997023365006,-0.8,214,213,219
75,1,-4.388750005443761,-2.3518758972837563,-0.8,0,0,0
75,2,-14.912593760365745,-14.586913589671289,-11.373353698474634,26,27,27
75,3,-14.242369612629568,-15.848507336610563,-0.8,79,81,81
75,4,-13.432364461103415,-12.357012909144409,-23.99457931044167,107,108,111
75,5,-4.152181760438163,-3.560731086348484,-4.203287400807451,132,132,132
75,6,-2.200468050840307,-4.566821541792708,-1.553422626446251,162,189,189
76,1,-11.09944401042253,-10.467997023365006,-36.32770102930122,0,0,0
76,2,-14.201359241386033,-0.8,-55.0,62,57,27
76,3,-7.81475702095284,-3.0164023204439605,-0.8,100,81,63
76,4,-10.447368929744092,-4.203287400807451,-0.8,141,138,84
76,5,-5.063038895939077,-7.512141688339704,-33.435895543406936,168,168,141
76,6,-10.84793757840066,-8.86775489245368,-0.8,210,210,192
77,1,-11.63283662884715,-10.467997023365006,-18.708470141140005,0,0,0
77,2,-26.95387019144229,-17.219213869646232,-8.86775489245368,26,24,30
77,3,-5.061220393718088,-4.566821541792708,-15.848507336610563,51,66,87
77,4,-12.021841714560223,-10.467997023365006,-5.857184518803278,125,123,117
77,5,-9.040586509761987,-9.634709742287807,-55.0,166,165,168
77,6,-2.53203939630165,-3.560731086348484,-0.8,209,210,192
78,1,-2.299975577467422,-4.566821541792708,-20.326529287084,0,0,0
78,2,-3.7417065779782783,-10.467997023365006,-55.0,56,57,57
78,3,-2.6375263793958768,-0.8,-1.9923447578396105,81,81,87
78,4,-27.27203709747861,-26.06982374322739,-26.06982374322739,116,117,117
78,5,-2.569930561013821,-33.435895543406936,-10.467997023365006,178,147,162
78,6,-5.537024755561984,-55.0,-55.0,207,195,213
79,1,-17.434375470843364,-15.848507336610563,-10.467997023365006,0,0,0
79,2,-19.892012980260493,-18.708470141140005,-55.0,44,45,48
79,3,-6.702835552275643,-5.857184518803278,-0.8,76,78,69
79,4,-31.371224872650494,-28.32455202526461,-42.88326310913597,110,111,111
79,5,-4.8711211538580885,-3.868691783137035,-0.8,138,141,168
79,6,-3.059513909132044,-2.7762866915774826,-1.3159509947289614,193,195,192
80,1,-3.3634300215279147,-4.961797042613721,-4.961797042613721,0,0,0
80,2,-26.29597066001302,-26.06982374322739,-22.084531217233312,46,48,48
80,3,-6.57934197415998,-4.203287400807451,-0.8,107,105,105
80,4,-11.500030008671658,-10.467997023365006,-9.634709742287807,132,132,132
80,5,-5.739499524801357,-5.390933205247584,-1.9923447578396105,168,168,168
80,6,-24.650804993246812,-18.708470141140005,-15.848507336610563,214,213,213
81,1,-2.6115786238877394,-7.512141688339704,-55.0,0,0,0
81,2,-25.521181451061864,-23.99457931044167,-17.219213869646232,45,45,45
81,3,-17.808343866748235,-18.708470141140005,-22.084531217233312,81,81,84
81,4,-6.595455252901578,-6.363761000398675,-55.0,106,120,141
81,5,-8.364441733385329,-13.425746889173139,-14.586913589671289,167,168,186
81,6,-7.019184747864233,-0.8,-55.0,201,210,216
82,1,-10.36891624095218,-7.512141688339704,-6.363761000398675,0,0,0
82,2,-7.238337298418884,-55.0,-0.8,26,24,36
82,3,-29.29406747923697,-28.32455202526461,-30.774287365112826,60,60,60
82,4,-23.16631898966771,-22.084531217233312,-6.363761000398675,114,114,117
82,5,-12.70926360755905,-12.357012909144409,-6.363761000398675,153,153,159
82,6,-2.8976197377019033,-0.8,-33.435895543406936,214,210,216
83,1,-13.752422757387755,-12.357012909144409,-17.219213869646232,0,0,0
83,2,-16.085703372611743,-15.848507336610563,-17.219213869646232,35,36,36
83,3,-3.1652206168705526,-0.8,-55.0,76,75,81
83,4,-20.346132024202873,-20.326529287084,-20.326529287084,103,105,102
83,5,-3.7680698151808016,-2.7762866915774826,-17.219213869646232,137,138,135
83,6,-3.9213916351217972,-4.566821541792708,-0.8,186,186,183
84,1,-28.59578465555924,-26.06982374322739,-0.8,0,0,0
84,2,-2.343518029351127,-55.0,-13.425746889173139,65,42,27
84,3,-2.8350820019155463,-7.512141688339704,-10.467997023365006,103,66,69
84,4,-3.345538632933448,-0.8,-23.99457931044167,128,120,126
84,5,-7.644292778729191,-0.8,-55.0,179,177,183
84,6,-32.41172286883953,-30.774287365112826,-36.32770102930122,205,207,207
85,1,-18.987711018077395,-18.708470141140005,-17.219213869646232,0,0,0
85,2,-14.530813935821355,-14.586913589671289,-12.357012909144409,29,30,30
85,3,-3.7058969968242206,-42.88326310913597,-4.203287400807451,75,78,69
85,4,-14.96932757503264,-15.848507336610563,-14.586913589671289,102,105,105
85,5,-22.45056962036441,-22.084531217233312,-22.084531217233312,161,162,162
85,6,-3.058299860135265,-2.7762866915774826,-12.357012909144409,195,198,201
86,1,-4.687185445384531,-2.7762866915774826,-6.363761000398675,0,0,0
86,2,-18.406779744747375,-17.219213869646232,-15.848507336610563,46,45,45
86,3,-16.94291820077302,-17.219213869646232,-10.467997023365006,82,84,66
86,4,-7.191082441610383,-8.161852192338433,-5.857184518803278,121,123,117
86,5,-18.98094347475212,-17.219213869646232,-17.219213869646232,165,165,165
86,6,-4.123431016633054,-11.373353698474634,-0.8,191,192,204
87,1,-7.4883816551402305,-2.3518758972837563,-2.3518758972837563,0,0,0
87,2,-5.334548313060875,-28.32455202526461,-0.8,28,54,45
87,3,-10.21442181503404,-18.708470141140005,-15.848507336610563,55,99,99
87,4,-18.663028749837515,-28.32455202526461,-15.848507336610563,98,132,135
87,5,-28.89472227413196,-30.774287365112826,-26.06982374322739,132,162,162
87,6,-32.34898821003648,-55.0,-55.0,162,189,195
88,1,-2.8198688435635644,-1.553422626446251,-0.8,0,0,0
88,2,-11.972949692048923,-14.586913589671289,-0.8,47,48,51
88,3,-8.196774480539391,-17.219213869646232,-0.8,74,75,75
88,4,-3.5112759953695996,-0.8,-1.1147816383296778,103,123,105
88,5,-3.490916544131974,-3.2772850824025843,-0.8,130,153,150
88,6,-26.481002551056,-26.06982374322739,-20.326529287084,211,210,207
89,1,-15.666107324501409,-14.586913589671289,-26.06982374322739,0,0,0
89,2,-19.43751529252471,-20.326529287084,-10.467997023365006,31,30,24
89,3,-5.4292696287052795,-4.203287400807451,-5.857184518803278,79,78,78
89,4,-9.580841761138323,-6.9141502952803435,-0.8,121,120,126
89,5,-3.724467366273754,-4.203287400807451,-0.8,148,153,180
89,6,-2.7115196775869355,-55.0,-50.621817587743905,215,204,219
90,1,-7.4863993765978885,-7.512141688339704,-3.560731086348484,0,0,0
90,2,-3.1920151674185875,-2.7762866915774826,-7.512141688339704,46,45,42
90,3,-4.4766899784896905,-4.566821541792708,-5.857184518803278,79,78,78
90,4,-5.945497437968865,-3.560731086348484,-55.0,132,132,135
90,5,-2.951894947772477,-1.2111969310832655,-0.8,166,168,162
90,6,-7.464194939171547,-7.512141688339704,-11.373353698474634,199,201,204
91,1,-3.6820999874968634,-2.5552850631330246,-0.8,0,0,0
91,2,-15.629233486364287,-14.586913589671289,-14.586913589671289,30,30,30
91,3,-6.6919565413417725,-8.161852192338433,-8.161852192338433,66,66,69
91,4,-2.8042738128059503,-0.8,-33.435895543406936,108,108,99
91,5,-7.674308927023044,-7.512141688339704,-3.868691783137035,142,141,135
91,6,-2.1113651440961565,-0.8,-2.7762866915774826,208,198,189
92,1,-3.0215390227125485,-0.8,-0.8,0,0,0
92,2,-4.987402220729552,-3.2772850824025843,-0.8,60,24,42
92,3,-2.8090018885851267,-5.390933205247584,-30.774287365112826,94,60,72
92,4,-2.6646831494670313,-2.3518758972837563,-33.435895543406936,128,96,114
92,5,-4.153723834782237,-4.566821541792708,-50.621817587743905,154,153,156
92,6,-6.291246588405219,-7.512141688339704,-6.363761000398675,209,210,198
93,1,-3.031175001978331,-3.2772850824025843,-17.219213869646232,0,0,0
93,2,-21.106583640090054,-22.084531217233312,-55.0,55,57,27
93,3,-4.305350895790001,-0.8,-6.363761000398675,88,90,72
93,4,-26.358370402194357,-26.06982374322739,-26.06982374322739,120,120,120
93,5,-4.28355907365038,-15.848507336610563,-0.8,166,168,156
93,6,-3.2536243107943967,-2.5552850631330246,-0.8,197,192,213
94,1,-5.522628358909794,-0.8,-0.8,0,0,0
94,2,-5.402788657961857,-0.8,-55.0,31,33,48
94,3,-4.749090818731392,-0.8,-12.357012909144409,58,54,87
94,4,-11.698523641778218,-11.373353698474634,-55.0,90,90,108
94,5,-14.757850561297245,-15.848507336610563,-14.586913589671289,146,147,144
94,6,-5.759319775895212,-4.203287400807451,-0.8,177,186,192
95,1,-6.377481733474017,-5.857184518803278,-55.0,0,0,0
95,2,-3.689351542767803,-7.512141688339704,-55.0,28,30,33
95,3,-6.139262552505663,-3.2772850824025843,-6.9141502952803435,57,66,54
95,4,-14.9240246834905,-12.357012909144409,-20.326529287084,117,117,111
95,5,-32.57168436313178,-30.774287365112826,-28.32455202526461,149,150,147
95,6,-2.3794139547813966,-0.8,-55.0,199,204,186
96,1,-27.092191038981785,-22.084531217233312,-10.467997023365006,0,0,0
96,2,-12.940591767887689,-13.425746889173139,-11.373353698474634,35,36,36
96,3,-6.786676724208536,-3.868691783137035,-0.8,76,75,81
96,4,-3.851978526796443,-4.566821541792708,-8.86775489245368,109,111,111
96,5,-2.9476869116291224,-4.566821541792708,-10.467997023365006,147,153,144
96,6,-12.707174599459982,-11.373353698474634,-0.8,196,195,198
97,1,-15.893277197544451,-14.586913589671289,-17.219213869646232,0,0,0
97,2,-3.9708830923556078,-5.857184518803278,-0.8,29,30,27
97,3,-13.439377118647856,-11.373353698474634,-4.961797042613721,59,60,60
97,4,-19.118168328645115,-18.708470141140005,-18.708470141140005,84,84,87
97,5,-15.397906157319559,-17.219213869646232,-22.084531217233312,137,138,138
97,6,-4.3124972526028245,-5.390933205247584,-11.373353698474634,176,183,183
98,1,-4.364254112630151,-3.0164023204439605,-0.8,0,0,0
98,2,-2.1019429720390455,-2.7762866915774826,-1.1147816383296778,38,39,54
98,3,-2.2111732600501983,-0.8,-55.0,96,96,108
98,4,-32.71787148294455,-33.435895543406936,-30.774287365112826,139,141,147
98,5,-2.466690819320267,-0.8,-0.8,173,177,180
98,6,-20.7428687605957,-23.99457931044167,-0.8,207,210,219
99,1,-33.79736572724019,-33.435895543406936,-33.435895543406936,0,0,0
99,2,-3.434723546551881,-0.8,-55.0,47,45,57
99,3,-5.6568801368036805,-3.2772850824025843,-1.6877751239661007,83,84,81
99,4,-23.566983508811575,-23.99457931044167,-22.084531217233312,113,114,114
99,5,-4.783935725332543,-0.8,-0.8,150,153,171
99,6,-25.33736983862507,-23.99457931044167,-17.219213869646232,212,210,204
