label,command_time_s,current_onset_s,motion_onset_s,analog_threshold_time_s,digital_output_time_s,command_to_current_s,current_to_motion_s,actuation_delay_s,actuator_response_time_s,sensor_decision_delay_s,total_chain_latency_s,Case,command_to_current_ms,current_to_motion_ms,actuation_delay_ms,actuator_response_time_ms,sensor_decision_delay_ms,total_chain_latency_ms,actuation_z,travel_z,decision_z,total_z
m4_a_07,0.020080051347963066,0.021480000000000003,0.031540000000000006,0.04445640127188498,0.04516391576525436,0.0013999486520369364,0.010060000000000003,0.01145994865203694,0.012916401271884974,0.0007075144933693794,0.025083864417291293,Actuation delay,1.3999486520369364,10.060000000000002,11.459948652036939,12.916401271884974,0.7075144933693794,25.08386441729129,179.63292440600384,-0.6590084572838315,1.1096918462503795,104.30007989922021
m4_a_08,0.019999970012845703,0.021380000000000003,0.03144,0.044392491690359075,0.04507272563647552,0.0013800299871543006,0.01006,0.0114400299871543,0.012952491690359072,0.0006802339461164444,0.025072755623629817,Actuation delay,1.3800299871543007,10.059999999999999,11.4400299871543,12.952491690359071,0.6802339461164444,25.072755623629817,179.1851067373911,1.4981076072454385,0.42360386557297147,104.15518710092684
m4_a_09,0.02003995974918658,0.02142,0.031580000000000004,0.04449752447481166,0.045189226233021816,0.0013800402508134212,0.010160000000000002,0.011540040250813424,0.012917524474811655,0.0006917017582101573,0.025149266483835236,Actuation delay,1.380040250813421,10.160000000000002,11.540040250813423,12.917524474811655,0.6917017582101572,25.149266483835234,181.43356883929678,-0.5918748750393087,0.7120118644747135,105.15312377819546
m4_a_10,0.02000000868309498,0.02144,0.031560000000000005,0.04451159516295257,0.045191069166042985,0.0014399913169050212,0.010120000000000004,0.011559991316905025,0.012951595162952564,0.0006794740030904162,0.025191060482948006,Actuation delay,1.4399913169050211,10.120000000000005,11.559991316905025,12.951595162952565,0.6794740030904162,25.191060482948007,181.88211496204755,1.4445223690400064,0.4044917938346919,105.69824592807572
m4_a_11,0.020019958222335637,0.02142,0.03146,0.0444272317628574,0.04510587752005286,0.0014000417776643646,0.01004,0.011440041777664365,0.012967231762857398,0.0006786457571954577,0.02508591929771722,Actuation delay,1.4000417776643646,10.040000000000001,11.440041777664366,12.967231762857399,0.6786457571954576,25.085919297717222,179.18537181533483,2.379118371952555,0.3836619494658149,104.32688185307263
m4_t_00,0.019980017766648966,0.021380000000000003,0.0238,0.05612213158710303,0.05680614531269614,0.0013999822333510374,0.0024199999999999985,0.003819982233351036,0.03232213158710303,0.0006840137255931106,0.03682612754604718,Mechanical travel delay,1.3999822333510374,2.4199999999999986,3.819982233351036,32.32213158710303,0.6840137255931106,36.82612754604718,7.868804167327035,1159.2170577324846,0.5186628555744561,257.4552662200057
m4_t_01,0.019900027066520047,0.02134,0.02382,0.05620979380667452,0.05681759245737399,0.0014399729334799542,0.0024799999999999996,0.003919972933479954,0.03238979380667452,0.0006077986506994731,0.036917565390853946,Mechanical travel delay,1.4399729334799543,2.4799999999999995,3.919972933479954,32.38979380667452,0.6077986506994731,36.917565390853945,10.116826435813266,1163.2612131335675,-1.398096597457684,258.6478966358457
m4_t_02,0.02016003049996938,0.021560000000000003,0.024040000000000002,0.056379692954248606,0.05709216523607526,0.001399969500030622,0.0024799999999999996,0.0038799695000306215,0.0323396929542486,0.000712472281826651,0.036932134736105876,Mechanical travel delay,1.399969500030622,2.4799999999999995,3.8799695000306214,32.3396929542486,0.712472281826651,36.93213473610587,9.21745670348755,1160.266696633513,1.2343769942328588,258.83792565854463
m4_t_03,0.019999986316832634,0.021460000000000003,0.023880000000000002,0.05618979857958003,0.056978711180202424,0.0014600136831673695,0.0024199999999999985,0.003880013683167368,0.032309798579580024,0.0007889126006223948,0.03697872486336979,Mechanical travel delay,1.4600136831673696,2.4199999999999986,3.880013683167368,32.309798579580026,0.7889126006223948,36.97872486336979,9.218450042619784,1158.4799166912708,3.1568011845784865,259.4456040544017
m4_t_04,0.0199000070286767,0.021320000000000002,0.0238,0.056154247919063115,0.05680348633187551,0.0014199929713233014,0.0024799999999999996,0.003899992971323301,0.03235424791906311,0.0006492384128123987,0.036903479303198816,Mechanical travel delay,1.4199929713233015,2.4799999999999995,3.899992971323301,32.35424791906311,0.6492384128123987,36.903479303198814,9.667630662668781,1161.136643554261,-0.355913592688581,258.4641707768953
