case,repeat,true_swell,detected_swell,status,classification,confidence,selected_window_samples,event_count,duration_s,max_excess,excess_area_s,equivalent_duration_s,median_correlation,median_rms_ratio,unknown_residual_energy
distorted_swell,55,True,True,distorted_swell_supported,distorted_swell_supported,0.9034350444500935,81,1,0.538,0.541068427282405,0.22015675022936718,0.40689262046787045,0.9898126581500355,1.4491431700045927,10.59714602533445
distorted_swell,56,True,True,distorted_swell_supported,distorted_swell_supported,0.932332038186265,81,1,0.406,0.541092788547223,0.15969341075333152,0.2951312864140945,0.9895582952932399,1.4082580336274004,11.08130910249187
distorted_swell,57,True,True,distorted_swell_supported,distorted_swell_supported,0.8981764123971506,81,1,0.485,0.5209820500132116,0.18035475828638745,0.34618228839518334,0.9890370172534378,1.3833224230506642,11.829759936580492
distorted_swell,58,True,True,distorted_swell_supported,distorted_swell_supported,0.9465986827324229,81,1,0.512,0.4385743462745495,0.17406823065641147,0.39689560535180957,0.9888914314412027,1.3636340816959756,11.3802282649098
distorted_swell,59,True,True,distorted_swell_supported,distorted_swell_supported,0.9080951131645424,81,1,0.372,0.3686960761182996,0.10221850731311638,0.2772432741603646,0.9891105559810403,1.2860235266778162,10.94283344250195
distorted_swell,60,True,True,distorted_swell_supported,distorted_swell_supported,0.9312418293658774,81,1,0.40800000000000003,0.5472481138744669,0.17324528039181,0.3165753814394154,0.9895569690646262,1.427524738973963,11.298250485232494
distorted_swell,61,True,True,distorted_swell_supported,distorted_swell_supported,0.9238451022453711,81,1,0.5630000000000001,0.49271119620932535,0.21586199533836514,0.43811059500798816,0.9887166141635848,1.3965560859127908,11.535869696430854
distorted_swell,62,True,True,distorted_swell_supported,distorted_swell_supported,0.9598877116768472,81,1,0.41200000000000003,0.44612478800032584,0.13521611242440235,0.30309033719126943,0.9886364273004081,1.3670180821032876,11.486247600966408
distorted_swell,63,True,True,distorted_swell_supported,distorted_swell_supported,0.9479686783000555,81,1,0.389,0.49534663302294346,0.1291004001680156,0.2606263807228421,0.9903712285520107,1.3894431433962353,9.724065615715245
distorted_swell,64,True,True,distorted_swell_supported,distorted_swell_supported,0.8911826011775585,81,1,0.447,0.3502373453675075,0.11389772008474577,0.3252015285955065,0.9878750872138822,1.2756935689283397,9.961069554122357
distorted_swell,65,True,True,distorted_swell_supported,distorted_swell_supported,0.9460526064787902,81,1,0.557,0.559309894122687,0.241552095834617,0.4318752419238118,0.9884729098618373,1.4456773871140067,12.57117629974297
distorted_swell,66,True,True,distorted_swell_supported,distorted_swell_supported,0.9012474930927671,81,1,0.386,0.45186781480212634,0.14094162835865676,0.3119089781164771,0.9883643326228981,1.3761449406830968,10.158649186426015
distorted_swell,67,True,True,distorted_swell_supported,distorted_swell_supported,0.890913421425601,81,1,0.454,0.47531882093509314,0.17098281031787244,0.3597223648360873,0.9872412281588756,1.3894782554633847,12.175595534770247
distorted_swell,68,True,True,distorted_swell_supported,distorted_swell_supported,0.9111036320075602,81,1,0.335,0.3706271333514706,0.09383636334124248,0.25318265959836306,0.9892629914152066,1.2938922961908774,10.424406977164377
distorted_swell,69,True,True,distorted_swell_supported,distorted_swell_supported,0.9427730966613806,81,1,0.5640000000000001,0.5314094817187552,0.22627426575341253,0.42580020405651436,0.9897421119377214,1.39991846797162,11.262948790155948
distorted_swell,70,True,True,distorted_swell_supported,distorted_swell_supported,0.9737961219543836,81,1,0.562,0.5441642947120773,0.24116455023197558,0.44318334108925345,0.9881930261709945,1.4678466339770657,12.251051875934527
distorted_swell,71,True,True,distorted_swell_supported,distorted_swell_supported,0.9392612630763314,81,1,0.543,0.5319993882364444,0.21925373740439538,0.4121315592696681,0.9895905179283195,1.4248323624434536,12.325340959842586
distorted_swell,72,True,True,distorted_swell_supported,distorted_swell_supported,0.9295391194959659,81,1,0.465,0.5693329000183676,0.20299740379566733,0.35655308834096594,0.9897120157073722,1.4810136226189072,10.851520674441993
