frequency_hz,psd_v2_per_hz
0.0,2.828269299392596e-07
19.531249999999442,1.133176185235858e-06
39.062499999998884,1.2354294535579737e-06
58.59374999999832,6.481246677659912e-07
78.12499999999777,6.552136615122977e-07
97.65624999999721,2.5851625639030345e-07
117.18749999999665,9.611740488773278e-08
136.7187499999961,2.545806449218185e-07
156.24999999999554,2.0402643383244515e-07
175.78124999999497,1.4977299321950716e-07
195.31249999999443,1.1642209236189243e-07
214.84374999999386,1.495381560813944e-07
234.3749999999933,1.3626689703930575e-07
253.90624999999275,4.09025333518371e-08
273.4374999999922,1.7923035947969872e-07
292.96874999999164,1.5536113493111904e-07
312.4999999999911,2.412066788155861e-07
332.0312499999905,1.767190670481199e-07
351.56249999998994,9.82632400907659e-08
371.0937499999894,2.492093070925953e-07
390.62499999998886,6.557938444297785e-07
410.1562499999883,4.300362093710533e-07
429.6874999999877,4.8588460618121075e-08
449.21874999998715,1.4922725297534013e-07
468.7499999999866,9.656339475528466e-08
488.2812499999861,1.964294511679962e-07
507.8124999999855,2.6188595876994837e-07
527.343749999985,3.269537576964451e-07
546.8749999999844,6.97817819929023e-08
566.4062499999839,2.7831985034645877e-07
585.9374999999833,8.553244018121058e-08
605.4687499999827,3.199889565308144e-07
624.9999999999822,2.511838575210275e-07
644.5312499999816,1.245885929212439e-07
664.062499999981,7.102412472906589e-08
683.5937499999804,1.7606727412616426e-07
703.1249999999799,1.1002402507716602e-07
722.6562499999793,4.0629409988900567e-07
742.1874999999789,4.423810528669364e-07
761.7187499999783,2.6108788769053676e-07
781.2499999999777,4.217884255223476e-08
800.7812499999771,4.056431623498371e-08
820.3124999999766,5.8949372470568856e-08
839.843749999976,4.154064788423182e-08
859.3749999999754,8.919083863389253e-08
878.9062499999749,1.3949267510443347e-07
898.4374999999743,7.284990437291266e-07
917.9687499999737,6.421369643751268e-06
937.4999999999732,0.00038653450406778204
957.0312499999727,0.0004949037787403373
976.5624999999721,0.002811172902969259
996.0937499999716,0.01942583152405305
1015.624999999971,0.008747815472409878
1035.1562499999704,0.00039451650365532223
1054.68749999997,0.000550494213558627
1074.2187499999693,6.762461137660699e-05
1093.7499999999688,5.608422278618971e-07
1113.2812499999682,2.791164448119288e-07
1132.8124999999677,3.350585471587046e-07
1152.343749999967,1.8673640519995928e-07
1171.8749999999666,6.682615144651271e-08
1191.406249999966,8.248339380668862e-08
1210.9374999999654,9.886751771589023e-08
1230.4687499999648,2.7386768412668947e-07
1249.9999999999643,2.058401074829606e-07
1269.5312499999638,1.1428605447474895e-07
1289.0624999999632,1.3060539541864858e-07
1308.5937499999627,1.486399750716347e-07
1328.124999999962,3.24567252388992e-07
1347.6562499999616,2.5787454038520504e-07
1367.187499999961,3.8287794765571977e-07
1386.7187499999604,3.239508463299042e-07
1406.2499999999598,2.9165787009910906e-07
1425.7812499999593,1.7784811038701178e-07
1445.3124999999586,1.3790763667337314e-07
1464.8437499999582,7.074559529617275e-08
1484.3749999999577,1.0019986091890476e-07
1503.906249999957,4.197059118233888e-08
1523.4374999999566,2.9851643603149935e-07
1542.968749999956,3.17577503452222e-07
1562.4999999999554,4.907465954545631e-07
1582.0312499999548,2.8110876536862257e-07
1601.5624999999543,1.437560621667041e-07
1621.0937499999536,7.69336031207043e-08
1640.6249999999532,1.5245844034560547e-07
1660.1562499999525,1.0683914536818545e-07
1679.687499999952,1.117503121293988e-07
1699.2187499999516,3.535605049115393e-08
1718.749999999951,5.415884667804283e-08
1738.2812499999504,1.305906478804415e-07
1757.8124999999498,1.5871480274138525e-08
1777.3437499999493,1.9732404897997926e-07
1796.8749999999486,3.4472321436945776e-07
1816.4062499999482,2.1990737498619047e-07
1835.9374999999475,4.2348499695075865e-08
1855.468749999947,5.0190984022132757e-08
1874.9999999999463,2.871572325275272e-07
1894.5312499999459,9.754196272020323e-08
1914.0624999999454,1.911989745551411e-07
1933.5937499999447,5.765914991819996e-07
1953.1249999999443,3.1969101446234986e-07
1972.6562499999436,2.0941862769710595e-07
1992.1874999999432,6.126395931567401e-07
2011.7187499999425,2.4198537548756547e-07
2031.249999999942,9.601004164645533e-08
2050.7812499999413,2.0915605024723954e-07
2070.312499999941,1.9867305208584607e-07
2089.8437499999404,2.3931510815844814e-07
2109.37499999994,1.0881633140677478e-07
2128.906249999939,2.0036184264123617e-07
