case,repeat,true_interruption,detected_interruption,status,selected_window_samples,confidence,true_retained_pu,duration_s,minimum_retained_rms_pu,median_retained_rms_pu,subtype
distorted_temporary_interruption,29,True,True,temporary_interruption,9,0.5668322739494706,0.04259061115020675,4.015555555555555,0.0205885176845595,0.04331677260505295,temporary_interruption
deep_sag,0,False,False,rejected,9,0.0,0.3693790857041547,,,,none
deep_sag,1,False,False,rejected,9,0.0,0.505612215202017,,,,none
deep_sag,2,False,False,rejected,9,0.0,0.43634070070998426,,,,none
deep_sag,3,False,False,rejected,9,0.0,0.48162107642122143,,,,none
deep_sag,4,False,False,rejected,9,0.0,0.30109809598245146,,,,none
deep_sag,5,False,False,rejected,9,0.0,0.21112193523950903,,,,none
deep_sag,6,False,False,rejected,9,0.0,0.351087635088394,,,,none
deep_sag,7,False,False,rejected,9,0.0,0.36601573301002277,,,,none
deep_sag,8,False,False,rejected,9,0.0,0.5217871495717106,,,,none
deep_sag,9,False,False,rejected,9,0.0,0.516379311457825,,,,none
deep_sag,10,False,False,rejected,9,0.0,0.526034557986953,,,,none
deep_sag,11,False,False,rejected,9,0.0,0.34666934852286724,,,,none
deep_sag,12,False,False,rejected,9,0.0,0.4310517480321134,,,,none
deep_sag,13,False,False,rejected,9,0.0,0.33621871513170176,,,,none
deep_sag,14,False,False,rejected,9,0.0,0.40447865499484204,,,,none
deep_sag,15,False,False,rejected,9,0.0,0.2685833981216189,,,,none
deep_sag,16,False,False,rejected,9,0.0,0.5020327888752565,,,,none
deep_sag,17,False,False,rejected,9,0.0,0.45292114289619223,,,,none
deep_sag,18,False,False,rejected,9,0.0,0.47135917261735266,,,,none
deep_sag,19,False,False,rejected,9,0.0,0.3299826542027486,,,,none
deep_sag,20,False,False,rejected,9,0.0,0.3655532263012082,,,,none
deep_sag,21,False,False,rejected,9,0.0,0.36092577901696604,,,,none
deep_sag,22,False,False,rejected,9,0.0,0.27521167074234343,,,,none
deep_sag,23,False,False,rejected,9,0.0,0.34347767385417594,,,,none
deep_sag,24,False,False,rejected,9,0.0,0.33807578692266016,,,,none
deep_sag,25,False,False,rejected,9,0.0,0.2512931837603495,,,,none
deep_sag,26,False,False,rejected,9,0.0,0.4348200548976815,,,,none
deep_sag,27,False,False,rejected,9,0.0,0.41048438400068493,,,,none
deep_sag,28,False,False,rejected,9,0.0,0.18749006259798504,,,,none
deep_sag,29,False,False,rejected,9,0.0,0.4712063774242517,,,,none
near_boundary_sag,0,False,False,rejected,9,0.0,0.13146280410867786,,,,none
near_boundary_sag,1,False,False,rejected,9,0.0,0.15215278263955584,,,,none
near_boundary_sag,2,False,False,rejected,9,0.0,0.11910933728381315,,,,none
near_boundary_sag,3,False,False,rejected,9,0.0,0.1189752919204667,,,,none
near_boundary_sag,4,False,False,rejected,9,0.0,0.1454046459881278,,,,none
near_boundary_sag,5,False,False,rejected,9,0.0,0.14192847068676218,,,,none
near_boundary_sag,6,False,False,rejected,9,0.0,0.13970931640296547,,,,none
near_boundary_sag,7,False,False,rejected,9,0.0,0.15327981168268062,,,,none
near_boundary_sag,8,False,False,rejected,9,0.0,0.12439656603644217,,,,none
near_boundary_sag,9,False,False,rejected,9,0.0,0.13155470696850757,,,,none
near_boundary_sag,10,False,False,rejected,9,0.0,0.14115935501645072,,,,none
near_boundary_sag,11,False,False,rejected,9,0.0,0.1328150380530484,,,,none
near_boundary_sag,12,False,False,rejected,9,0.0,0.12419941291480643,,,,none
near_boundary_sag,13,False,False,rejected,9,0.0,0.11973824734051747,,,,none
