burst_id,pulse_count,burst_start_time_s,burst_end_time_s,burst_duration_s,median_interval_s,repetition_frequency_hz,interval_mad_s,inferred_missing_pulse_count,median_peak_abs_v,amplitude_drift_v_per_pulse
1,45,0.00020015,0.0006401,0.00043995,1.0000000000000013e-05,99999.99999999987,1.499999999999901e-07,0,1.0014762384642772,-6.0771914717352134e-05
2,45,0.0031501,0.00358985,0.00043975000000000004,1.0024999999999878e-05,99750.62344139772,1.25000000000125e-07,0,1.0016476907981322,5.445914734729346e-05
