case,repeat,true_sag,detected_sag,status,selected_window_samples,alignment_lag_samples,alignment_correlation,event_count,confidence,classification,true_start_s,true_end_s,retained_gain,detected_start_s,detected_end_s,max_depth,deficit_area_s,entry_timescale_s,recovery_timescale_s,median_correlation,median_rms_ratio,unknown_residual_energy,start_error_s,end_error_s
clean_sag,36,True,True,clean_sag_supported,81,-7,0.9941939979639004,1,0.8082991860747657,clean_sag_supported,0.6343487725235273,1.0937656523626902,0.7771978254411069,0.617,1.092,0.2399966678255252,0.10164303450762904,0.03152242655374239,0.03888335789519516,0.9983867250653624,0.7951251212649836,0.7160273606605825,-0.01734877252352729,-0.0017656523626901066
clean_sag,37,True,True,clean_sag_supported,81,-1,0.9927119867228951,1,0.9382312270480975,clean_sag_supported,0.4839565938910877,0.9730806902291255,0.7449566768494669,0.495,0.984,0.2517519199568309,0.1143208074346415,0.04417024853081522,0.023418637370925838,0.9994051208815145,0.7553422975812496,0.2702999225446302,0.011043406108912301,0.010919309770874519
clean_sag,38,True,True,clean_sag_supported,81,-5,0.9932681026561347,1,0.8735769198068406,clean_sag_supported,0.6804503127428719,1.291019072669974,0.7719705434048892,0.6970000000000001,1.335,0.22109855720757587,0.12567065772461888,0.02507821573849988,0.038269051791650084,0.9986276785853141,0.7779177399374354,0.5723848323780657,0.01654968725712813,0.04398092733002601
clean_sag,39,True,True,clean_sag_supported,41,6,0.9842603231945631,1,0.9508183334660114,clean_sag_supported,0.8081639783647132,1.184455209277114,0.5670656061542252,0.792,1.182,0.46569724308197125,0.16190923276568892,0.025750710423641285,0.017480790058814824,0.9977651122122495,0.5546737721549411,0.3708053587915079,-0.016163978364713172,-0.0024552092771139566
clean_sag,40,True,True,clean_sag_supported,41,5,0.9761580163631126,1,0.9497381217269927,clean_sag_supported,0.5881684356206616,0.9723175983766914,0.5004656404290485,0.578,0.996,0.5285756390491949,0.1907069496936285,0.010579381638369757,0.014751915487473972,0.9959824553579572,0.4891999250239422,0.7558424633363937,-0.010168435620661609,0.02368240162330859
clean_sag,41,True,True,clean_sag_supported,41,1,0.9760664336537456,1,0.9675920637253649,clean_sag_supported,0.5367695321411522,0.9339717058795519,0.5187972569795173,0.527,0.966,0.5307480356316407,0.1909502593985924,0.01637653068064271,0.024395611288766494,0.9975281470264458,0.5169468935831931,0.536945952484734,-0.00976953214115217,0.03202829412044805
clean_sag,42,True,True,clean_sag_supported,41,0,0.9817594577476098,1,0.9321570914691868,clean_sag_supported,0.7368794766096771,1.1410692668413025,0.5521051482606025,0.717,1.172,0.553075143016742,0.18202261347843668,0.03116007569122646,0.03553720585303208,0.9971734390798941,0.5727230295444354,0.4364376832821267,-0.01987947660967715,0.030930733158697432
clean_sag,43,True,True,clean_sag_supported,41,-6,0.985451415195263,1,0.842057004215361,clean_sag_supported,0.6201466457503468,0.9963368286718152,0.6024485746807003,0.621,1.004,0.41303779931208484,0.1400224947521216,0.012758089315036813,0.009454300431205282,0.9982031948886407,0.6504624903898203,0.42287967611907273,0.0008533542496531599,0.007663171328184837
clean_sag,44,True,True,clean_sag_supported,81,6,0.9872204742108966,1,0.9659896772677501,clean_sag_supported,0.4836476134093549,1.002938865593764,0.6690957281061938,0.444,1.035,0.33865814452969434,0.1680946823115476,0.052898591028165146,0.029518033889598963,0.9989515202529018,0.6693673899247615,0.6812114741806317,-0.03964761340935491,0.032061134406235814
clean_sag,45,True,True,clean_sag_supported,81,-2,0.9702041837088744,1,0.9830367741357083,clean_sag_supported,0.4924453188068936,1.0563935500529003,0.5327046858115805,0.47700000000000004,1.082,0.480254358492613,0.2637989625142341,0.035919087165322564,0.027784625547378563,0.9980114968795933,0.5260947819043227,0.6307457013605258,-0.015445318806893538,0.02560644994709982
clean_sag,46,True,True,clean_sag_supported,81,3,0.9798847659648212,1,0.9228891844850604,clean_sag_supported,0.7340427160210539,1.262503881863418,0.5896101393287119,0.6990000000000001,1.29,0.42163348896307584,0.22330300244109283,0.025149576826079625,0.02046262775626605,0.9975229117006541,0.577504943678496,0.9649820482178852,-0.0350427160210538,0.027496118136582037
clean_sag,47,True,True,clean_sag_supported,81,6,0.9870562950749462,1,0.9574994060616648,clean_sag_supported,0.7489357830673703,1.2630139968296374,0.663337419881486,0.708,1.27,0.355931431058383,0.17317784971986627,0.03300959079042862,0.02088585371563694,0.9975430976275171,0.6645704350482143,1.0916500253896795,-0.040935783067370335,0.006986003170362576
clean_sag,48,True,True,clean_sag_supported,41,-2,0.9783867845207872,1,0.8897897831071996,clean_sag_supported,0.5697012802012678,0.9696292498093013,0.5279437619163476,0.5760000000000001,0.989,0.48705851364146757,0.18098406005234938,0.008789241758988453,0.018084470766729314,0.9981219563536075,0.554957638110822,0.42430456625858465,0.006298719798732311,0.01937075019069867
clean_sag,49,True,True,clean_sag_supported,81,-1,0.9918914538596793,1,0.9538874277257179,clean_sag_supported,0.6603941168556379,1.1003912968082854,0.7067723741998637,0.624,1.156,0.32158993062664365,0.13643268366060676,0.04117191316438017,0.060582948954550034,0.9984622371912203,0.6945613496972081,0.6832835304566244,-0.03639411685563787,0.055608703191714515
clean_sag,50,True,True,clean_sag_supported,81,-6,0.9888857671955726,1,0.9334427404917143,clean_sag_supported,0.7851804483680962,1.2532161137556521,0.6767902193065461,0.787,1.288,0.3435846757260146,0.1522296866335095,0.021542615834324107,0.020340335581168767,0.9976031583637217,0.6630023923901591,0.6040715377298165,0.0018195516319038374,0.03478388624434792
clean_sag,51,True,True,clean_sag_supported,41,2,0.9824476804383127,1,0.9489532759545003,clean_sag_supported,0.5781134693876265,0.9185732972108578,0.5371184304556609,0.5760000000000001,0.9480000000000001,0.4803788946735851,0.14587674854456512,0.009228121152357953,0.008954166614321218,0.9949611981239401,0.5565334285549352,0.8835891231616623,-0.0021134693876264654,0.02942670278914228
clean_sag,52,True,True,clean_sag_supported,81,3,0.9848243213251915,1,0.9295656539220997,clean_sag_supported,0.7202542143476971,1.186655060961416,0.6152629091572738,0.7000000000000001,1.231,0.38522171113488946,0.1719485230156016,0.025524891302416974,0.023592733210980342,0.9978143449571337,0.6113128433294057,0.7791765798074161,-0.02025421434769703,0.044344939038584164
clean_sag,53,True,True,clean_sag_supported,41,6,0.9897159442172788,1,0.9294431732634191,clean_sag_supported,0.7222653138613757,1.1099146186466748,0.6545108299170249,0.714,1.133,0.41679000947761957,0.13725018002226497,0.024454931866894167,0.009042675151987808,0.9978933047365875,0.6576060908321695,0.4083725107134415,-0.008265313861375745,0.023085381353325163
clean_sag,54,True,True,clean_sag_supported,81,-5,0.9963831579933763,1,0.8577879259408274,clean_sag_supported,0.6941545202131325,1.064796319986426,0.8034982258018082,0.7010000000000001,1.075,0.1980066075644218,0.06641927803100299,0.026463478877320697,0.02461886772609485,0.9990284683420444,0.8164120932897753,0.3635224769085897,0.006845479786867559,0.010203680013573857
clean_sag,55,True,True,clean_sag_supported,41,7,0.9808008481730834,1,0.9601208670027548,clean_sag_supported,0.6423384446943115,0.9474014791700499,0.5142674892110033,0.621,0.968,0.5157655161242922,0.15038217561079328,0.018180544827741084,0.03523433491957594,0.9949621841281819,0.5196765712916556,0.8583863631937464,-0.021338444694311454,0.020598520829950062
clean_sag,56,True,True,clean_sag_supported,41,-7,0.9871258201172759,1,0.9679075486340197,clean_sag_supported,0.7807230830526182,1.1680821411978446,0.6067076783278376,0.775,1.179,0.4308492228954599,0.14913839290859704,0.028309616179870437,0.018783144332206042,0.9977132882172186,0.6116278833511792,0.3283207243792913,-0.00572308305261815,0.010917858802155456
clean_sag,57,True,True,clean_sag_supported,81,-7,0.9766296148177156,1,0.9020641492714119,clean_sag_supported,0.5664795774327842,1.1625660609369144,0.5774308624052518,0.538,1.199,0.4314111383006487,0.24543361027495075,0.041872169866230935,0.022016143175100953,0.9982015122560244,0.5615182633476128,0.8621081123959505,-0.028479577432784176,0.036433939063085674
clean_sag,58,True,True,clean_sag_supported,81,3,0.994519623346265,1,0.9362834568316707,clean_sag_supported,0.5413447387146665,0.9738787806503768,0.7729877676008321,0.514,0.992,0.2603684501731941,0.1108531457468175,0.03724853526339214,0.027334119662345245,0.999429030683369,0.753247514899154,0.22749017102428704,-0.027344738714666472,0.018121219349623185
clean_sag,59,True,True,clean_sag_supported,81,-2,0.9876894532373085,1,0.9594663593500367,clean_sag_supported,0.7005761410412538,1.2074617241754217,0.6617798610447017,0.6990000000000001,1.247,0.3354360142281022,0.16392457751022405,0.02377776881236092,0.0315325870957942,0.9993870983779773,0.6795885907389786,0.5827582344967376,-0.001576141041253698,0.03953827582457836
clean_sag,60,True,True,clean_sag_supported,41,4,0.9874424196149192,1,0.8282256377649112,clean_sag_supported,0.7570785735045782,1.1260663765953514,0.6019358924423015,0.763,1.149,0.7901857835434136,0.14805782550520596,0.02727042787179795,0.010734194711299754,0.9986543166536066,0.5878585129237381,0.4263971701532101,0.005921426495421822,0.022933623404648662
clean_sag,61,True,True,clean_sag_supported,81,-1,0.9873471008392982,1,0.9681967996988453,clean_sag_supported,0.6258739090056382,1.0721040377469921,0.6666770832961844,0.61,1.079,0.347964369551112,0.1454136196457525,0.028888431380240012,0.026664902859329657,0.9980007720305585,0.6744569546619181,0.6926094210553868,-0.01587390900563823,0.006895962253007815
clean_sag,62,True,True,clean_sag_supported,81,1,0.9933452441490424,1,0.8995955557999867,clean_sag_supported,0.5898410095484777,1.0285947524541998,0.7464099424515276,0.6,1.069,0.2704523310492012,0.10959353975709504,0.03914105163179303,0.04678829053331674,0.9985438008088051,0.7516962200124775,0.6582379906519478,0.010158990451522243,0.040405247545800105
clean_sag,63,True,True,clean_sag_supported,41,-2,0.9791917044036647,1,0.8621448576646125,clean_sag_supported,0.6891064839660961,1.2108050923179936,0.5701070169463072,0.678,1.238,0.5662048382802649,0.23011274753738178,0.03185484374676397,0.01681362272185037,0.9981764749592087,0.5558429653473305,0.39879111725860117,-0.011106483966096037,0.027194907682006386
clean_sag,64,True,True,clean_sag_supported,81,-7,0.9928946079410519,1,0.8765161162455091,clean_sag_supported,0.5385457092120398,1.1390432075979056,0.7681041101293755,0.523,1.162,0.22887370371281623,0.13375614947926123,0.030081664232931037,0.02131920471396359,0.9994553182346294,0.7879636830278396,0.2886836836526368,-0.015545709212039793,0.02295679240209436
clean_sag,65,True,True,clean_sag_supported,81,-2,0.9933364296815881,1,0.9483293985014898,clean_sag_supported,0.6302471019305476,0.9862536725040354,0.7281994040776011,0.609,0.991,0.28364529722078724,0.09831578870537541,0.03224771511115234,0.027156545532583124,0.9992233597892313,0.7260825296819375,0.40789813409227976,-0.021247101930547574,0.004746327495964597
clean_sag,66,True,True,clean_sag_supported,81,0,0.9959912656017528,1,0.8543553820403037,clean_sag_supported,0.5807708006474491,0.9218905639677129,0.7989662917047791,0.597,0.9570000000000001,0.2049952913596932,0.06139708103879879,0.03367925250632417,0.032835023961993656,0.9986039462479571,0.7876690446186065,0.8635356488153167,0.01622919935255085,0.03510943603228722
clean_sag,67,True,True,clean_sag_supported,41,5,0.989388975224425,1,0.9192914043978525,clean_sag_supported,0.6152192323996232,0.9708125764722576,0.6591491245561516,0.62,0.986,0.3596641316686565,0.11608531930241457,0.013415749808899811,0.013379327523324401,0.997448916869179,0.6576409587839056,0.43145421036527626,0.004780767600376823,0.015187423527742383
clean_sag,68,True,True,clean_sag_supported,41,-2,0.9794503879268308,1,0.9067308636817865,clean_sag_supported,0.6775538956693202,1.0671122545751945,0.5245915026319292,0.674,1.084,0.521755054025111,0.1787018919215872,0.01701035837802214,0.02265005777542089,0.9950265274750526,0.5266473327210771,0.6597916510873044,-0.003553895669320184,0.016887745424805534
clean_sag,69,True,True,clean_sag_supported,41,-4,0.9880755153389542,1,0.9713423023550277,clean_sag_supported,0.49704026828180575,0.8231625091543218,0.622897642314071,0.496,0.91,0.4271956893390124,0.12715604939179248,0.012216536294796802,0.07257199663486394,0.9974191737723903,0.6026307249884555,0.5888431075938325,-0.0010402682818057563,0.08683749084567827
clean_sag,70,True,True,clean_sag_supported,81,1,0.9973123214279463,1,0.7875174217610025,clean_sag_supported,0.8140128535482514,1.1140369611688627,0.814546185746394,0.797,1.1520000000000001,0.2035142220284678,0.06094674079707967,0.027920367195710043,0.0456788979281441,0.9991030667467669,0.821818357145723,0.5397026092532186,-0.017012853548251328,0.037963038831137386
clean_sag,71,True,True,clean_sag_supported,81,1,0.9956929114686266,1,0.877205838574972,clean_sag_supported,0.7541716400267735,1.1006503604010685,0.7605746623924525,0.762,1.1400000000000001,0.26322932582227077,0.08073869799612582,0.030091956751225456,0.042415085408291656,0.9990402949379398,0.7610556351256579,0.7801064816540888,0.007828359973226506,0.039349639598931674
clean_sag,72,True,True,clean_sag_supported,41,3,0.9876621654693712,1,0.9391715772569958,clean_sag_supported,0.7522038027770555,1.3134607265783167,0.6700290563830408,0.728,1.327,0.3691718559910192,0.18867386297007732,0.021228873914741746,0.021621679187589175,0.9985850740894526,0.6645451308423331,0.3526907011144927,-0.024203802777055472,0.013539273421683262
clean_sag,73,True,True,clean_sag_supported,41,0,0.9928980197119617,1,0.9552546749305212,clean_sag_supported,0.7599127744345778,1.0797675704562117,0.6780418353034771,0.766,1.096,0.3958622785080115,0.1025481838016652,0.018998848206616795,0.01904044491365468,0.9985826016932631,0.6666628221703049,0.29757473144534446,0.006087225565422183,0.01623242954378834
clean_sag,74,True,True,clean_sag_supported,41,5,0.9884142666895039,1,0.9447991995943155,clean_sag_supported,0.7529885735850013,1.1280426958263736,0.6235504733099645,0.723,1.151,0.674011777597895,0.14411512313932362,0.0536082384221633,0.011490937594642672,0.9978854231075125,0.6300010744166691,0.5246455601919048,-0.029988573585001288,0.022957304173626403
clean_sag,75,True,True,clean_sag_supported,81,3,0.9756787608501237,1,0.8848576051648654,clean_sag_supported,0.49149721080896747,0.9535078434244205,0.5480726542026235,0.47100000000000003,0.984,0.4625225210131776,0.21056426354879984,0.03726629745560802,0.027404732233934893,0.9976165803486543,0.5661646462075346,1.1387838404967914,-0.020497210808967437,0.030492156575579465
clean_sag,76,True,True,clean_sag_supported,41,0,0.9798283799866174,1,0.966293157375424,clean_sag_supported,0.8185285527744441,1.297591291884169,0.5584851144742152,0.8,1.328,0.5451135361286867,0.22326437038548055,0.02425979612156268,0.027817139660748322,0.9979923923592541,0.546280052399024,0.45640854459609287,-0.018528552774444096,0.030408708115831073
clean_sag,77,True,True,clean_sag_supported,41,-1,0.9740462950562077,1,0.9148207962284706,clean_sag_supported,0.555886316104188,1.059354344910768,0.5355734141890995,0.532,1.08,0.49947203145192015,0.24074445101101538,0.013293341941637058,0.02289353222929504,0.9978215162226142,0.5415510957828885,0.4108497175186644,-0.02388631610418801,0.020645655089231996
clean_sag,78,True,True,clean_sag_supported,41,-2,0.983046135622442,1,0.9653535396353161,clean_sag_supported,0.6820783004660821,1.1848412347692863,0.5994519955792843,0.679,1.213,0.43290148122972905,0.19518919588451022,0.018009228966725015,0.018282291376485068,0.9983497825888507,0.603925028830221,0.34867907928704733,-0.00307830046608204,0.02815876523071381
clean_sag,79,True,True,clean_sag_supported,81,2,0.9925788116106896,1,0.9590643385709366,clean_sag_supported,0.7638103417657403,1.092893045620187,0.6685924322819929,0.776,1.1,0.3197029145968643,0.09095440622250012,0.023966845888714065,0.0300044047421974,0.9990716351195466,0.6832437443623848,0.5044033413400079,0.01218965823425977,0.007106954379813013
clean_sag,80,True,True,clean_sag_supported,81,-5,0.9852476376114212,1,0.9293054622575838,clean_sag_supported,0.5172633368286744,0.9717186634064502,0.6471190329637146,0.51,1.002,0.37068502836128736,0.16072146565247986,0.03316885048856047,0.026397531032665806,0.998065691980401,0.6330813436070231,0.5802414731916942,-0.007263336828674416,0.030281336593549812
clean_sag,81,True,True,clean_sag_supported,41,5,0.9695645612669144,1,0.9801235746113143,clean_sag_supported,0.5416226373771046,1.1071839716642957,0.5205586300566716,0.527,1.133,0.5283922577363626,0.2813486162759461,0.014031892780169428,0.008301087682961733,0.9981125675894342,0.5102424356422847,0.46576974174900726,-0.014622637377104564,0.02581602833570429
clean_sag,82,True,True,clean_sag_supported,81,-2,0.9936777854246438,1,0.9516312474280169,clean_sag_supported,0.5988453143409069,0.9277867902167141,0.7215476687655816,0.605,0.974,0.2949644770585321,0.08939938428112033,0.03209152619542527,0.04243504710408885,0.9990529821832365,0.7175561809721509,0.9900986980706863,0.006154685659093051,0.04621320978328591
clean_sag,83,True,True,clean_sag_supported,81,-4,0.9944521268834859,1,0.8543269847860394,clean_sag_supported,0.8073013690397126,1.4196929445059987,0.8055383048747697,0.794,1.447,0.24319468349090734,0.14063758886137637,0.028164179301832026,0.04117648514830034,0.9983403447326907,0.7884336698028329,0.5742102112868187,-0.013301369039712574,0.027307055494001364
clean_sag,84,True,True,clean_sag_supported,81,-4,0.9943065619512041,1,0.8965996117370042,clean_sag_supported,0.5648423788639111,0.8747910420363716,0.7476335197902577,0.5670000000000001,0.892,0.262246375826236,0.07347710406843175,0.03558281097583412,0.022994993414192155,0.9983259670323861,0.762697124937441,1.0217685948122504,0.002157621136088972,0.017208957963628424
clean_sag,85,True,True,clean_sag_supported,81,7,0.994970315545856,1,0.9217734463584596,clean_sag_supported,0.668310045960375,1.0663966449732492,0.7600745054123808,0.653,1.078,0.25077736674255713,0.09361036232224507,0.03733607686994648,0.027812466923281046,0.9995163914626695,0.7594499534188366,0.3178868479063276,-0.015310045960374996,0.011603355026750917
clean_sag,86,True,True,clean_sag_supported,81,7,0.9928420440278535,1,0.9514305837230658,clean_sag_supported,0.5203718284821766,0.8228325618802546,0.7003991330357416,0.515,0.833,0.2908286886993907,0.0801098650983995,0.028922957607135102,0.023376380120991185,0.9990540326398458,0.7189016851196485,0.6336676418335002,-0.005371828482176544,0.010167438119745409
clean_sag,87,True,True,clean_sag_supported,81,-5,0.9931642693994417,1,0.8625786549117351,clean_sag_supported,0.6554172497289874,1.2607260919762258,0.7641172306032153,0.68,1.258,0.2367416323720416,0.1273242810203255,0.0319701560871298,0.020647326559254196,0.9989301935164644,0.7848833524571471,0.4396113208775618,0.024582750271012643,-0.002726091976225753
clean_sag,88,True,True,clean_sag_supported,41,2,0.98476069753041,1,0.8956100078101582,clean_sag_supported,0.7870464248616702,1.2898570938358123,0.6179795133538306,0.775,1.312,0.40046931242092043,0.18216506189041184,0.02139553020314695,0.01686967016995994,0.9982920725981941,0.64749593727944,0.3456452352229666,-0.01204642486167018,0.022142906164187792
clean_sag,89,True,True,clean_sag_supported,41,0,0.9785422474268111,1,0.9673459814808855,clean_sag_supported,0.5871101173884129,1.1472291953837455,0.5879040266360155,0.585,1.173,0.4386169402082164,0.22770612861686734,0.01243300094018143,0.019957050936079683,0.9964967178182234,0.5932366251428126,0.5723077359320987,-0.0021101173884129354,0.025770804616254583
clean_sag,90,True,True,clean_sag_supported,81,6,0.979338890346112,1,0.94322117192528,clean_sag_supported,0.6988249279845958,1.1310751983105423,0.5534558169547852,0.6920000000000001,1.165,0.4737649963239168,0.19739968043605813,0.026102827994626245,0.029117178294172902,0.9971096818764262,0.540458389341466,1.1709604805975276,-0.006824927984595774,0.03392480168945777
clean_sag,91,True,True,clean_sag_supported,41,6,0.9874049989886138,1,0.8566009419473781,clean_sag_supported,0.6920728359607794,1.0295187224032587,0.6029597136291014,0.679,1.075,0.45208911613717984,0.14217540974678283,0.02383475058149694,0.043583337534482784,0.9948644525265874,0.6091784614064186,0.7749753401092621,-0.01307283596077935,0.045481277596741254
clean_sag,92,True,True,clean_sag_supported,81,-6,0.9807888086322295,1,0.9460415935849279,clean_sag_supported,0.7618102070344401,1.3330232264603907,0.6015877074316613,0.761,1.379,0.4271471984553328,0.2326194638957189,0.02348049219871535,0.02783180738879218,0.9979166340418419,0.596086226847368,0.6030683746481081,-0.0008102070344401247,0.04597677353960927
clean_sag,93,True,True,clean_sag_supported,41,2,0.9839665421340115,1,0.9554526183037226,clean_sag_supported,0.6301637184022718,1.0426962631343935,0.6004890068603072,0.622,1.061,0.4881648844151394,0.16679657023368455,0.013190182756001733,0.016003426774200663,0.9983949948901361,0.6016824110392646,0.3532652237570106,-0.008163718402271813,0.01830373686560649
clean_sag,94,True,True,clean_sag_supported,81,-1,0.9745325814407612,1,0.972262987769987,clean_sag_supported,0.8088939562268779,1.359989968029276,0.5372318640493603,0.792,1.387,0.46738455436634396,0.2473738225607024,0.02300357995476257,0.023707717261039662,0.998079606220498,0.5444683433375522,0.9028077986594717,-0.016893956226877838,0.027010031970724047
clean_sag,95,True,True,clean_sag_supported,81,-5,0.9809524966326771,1,0.9679733224573623,clean_sag_supported,0.7434629689634265,1.322118677786265,0.6042065372661027,0.709,1.348,0.4113175570094977,0.2305612617140129,0.04513334124784496,0.02685193006320873,0.9978195232751353,0.6060802589530645,0.856868063578337,-0.03446296896342649,0.02588132221373507
clean_sag,96,True,True,clean_sag_supported,81,4,0.9946960172577209,1,0.8946056112027394,clean_sag_supported,0.6559176939815653,1.1464884435065965,0.7757367917097613,0.625,1.166,0.23312920377975088,0.11026956273083564,0.044900643174556026,0.02442232234250971,0.9993102110546026,0.7816874723530219,0.4794959176391935,-0.030917693981565297,0.019511556493403415
clean_sag,97,True,True,clean_sag_supported,81,-7,0.9903993421612292,1,0.9469424033247978,clean_sag_supported,0.7714676999546135,1.223713328651776,0.6883660313197462,0.789,1.2530000000000001,0.312679079199082,0.1340894225404789,0.020280238042636352,0.023226831625502133,0.9981926780030235,0.7031271280156941,0.6088622817483327,0.01753230004538653,0.029286671348224047
clean_sag,98,True,True,clean_sag_supported,41,6,0.9846709946040486,1,0.9450646798986695,clean_sag_supported,0.6005224407696422,1.1621463044189917,0.6457823238335959,0.595,1.173,0.41466686867957003,0.1905856711513087,0.02895429285354918,0.023406338086930923,0.9978304345819227,0.6610382611768951,0.3480497236201704,-0.005522440769642256,0.010853695581008349
clean_sag,99,True,True,clean_sag_supported,41,3,0.9869493514162023,1,0.9563291818672713,clean_sag_supported,0.5540479644188521,0.9390852666276233,0.6292283148607252,0.532,0.964,0.3944536960003485,0.1374252453131281,0.016919031243482697,0.010208932061347105,0.9974048492814327,0.6425230285692027,0.5743468075758704,-0.02204796441885204,0.024914733372376707
gradual_sag,0,True,True,clean_sag_supported,81,-4,0.988391956901753,1,0.9635283429813023,clean_sag_supported,0.7916528956551937,1.5607394603827656,0.703833283561438,0.778,1.647,0.3164803967839368,0.23119586722647814,0.04035513021937945,0.0887677775340044,0.9993268748850415,0.6958349603580358,0.21265234527989552,-0.013652895655193675,0.08626053961723446
gradual_sag,1,True,True,clean_sag_supported,81,0,0.9745463711182324,1,0.9639580503814741,clean_sag_supported,0.7627436942524084,1.3887179260697442,0.5279577858825524,0.6960000000000001,1.573,0.48618394600392834,0.304784567754304,0.08968464655253283,0.6156743616491296,0.9977886601688365,0.5452755601395375,0.4499537615725268,-0.06674369425240834,0.18428207393025575
gradual_sag,2,True,True,clean_sag_supported,81,2,0.9882133535391169,1,0.9293653871220977,clean_sag_supported,0.4831701803908316,1.2249117491082264,0.6978259659391115,0.429,1.332,0.3174216731306234,0.22600745644797157,0.09861645141936176,0.05422635147129364,0.9990793130624527,0.6907097123709094,0.3114196014378763,-0.0541701803908316,0.10708825089177365
gradual_sag,3,True,True,clean_sag_supported,81,3,0.9942971172521745,1,0.8940389472719087,clean_sag_supported,0.7535792543986857,1.40569824198937,0.7823006697640321,0.715,1.441,0.22922296551291954,0.14058714851998075,0.04794406519726423,0.05381849173989596,0.9991199204732517,0.7765166475559893,0.312154787838314,-0.0385792543986857,0.03530175801063007
gradual_sag,4,True,True,clean_sag_supported,81,-1,0.9953021853229385,1,0.7944708324957926,clean_sag_supported,0.5023045992665157,1.2113778810993705,0.8141480562748744,0.511,1.248,0.18918838685468986,0.1185805265026729,0.06404594228350503,0.040824330267507675,0.998902527013452,0.837090790528449,0.4429669453345576,0.008695400733484293,0.0366221189006295
gradual_sag,5,True,True,clean_sag_supported,81,0,0.982558288743258,1,0.9202577417878092,clean_sag_supported,0.5714158248079368,1.3155465952604262,0.6375933512526328,0.519,1.424,0.38388268245637724,0.28144158518419865,0.07189515053202007,0.05348228330498927,0.9989684235065046,0.6428291379707929,0.29431138302438153,-0.05241582480793683,0.10845340473957377
gradual_sag,6,True,True,clean_sag_supported,81,-1,0.9919386792230748,1,0.9082000201120604,clean_sag_supported,0.7387135610311302,1.4057460195203202,0.7421984453264486,0.707,1.444,0.2763827264594597,0.17604822633267095,0.05097899914296109,0.04755706064139509,0.9993538977377199,0.7456504167792979,0.26871971879611484,-0.03171356103113021,0.03825398047967976
gradual_sag,7,True,True,clean_sag_supported,81,7,0.987282538215986,1,0.9397946410210478,clean_sag_supported,0.8132860661972313,1.560954625772085,0.6854326998745105,0.786,1.81,0.3391744449417956,0.2519922626234191,0.0431665246197842,0.4712260283886356,0.9990397801171378,0.6860255049265641,0.2921888883014833,-0.027286066197231285,0.24904537422791506
gradual_sag,8,True,True,clean_sag_supported,161,-2,0.9924449312716229,1,0.8767749193308112,clean_sag_supported,0.6436716143561202,1.2504112991850618,0.7387912266487758,0.629,1.309,0.27059229559099307,0.15202658438583322,0.09677973802445357,0.0859792676993269,0.999019548696318,0.7554424573048224,0.3220013095583818,-0.014671614356120188,0.058588700814938166
gradual_sag,9,True,True,clean_sag_supported,81,-1,0.9850088406870994,1,0.961324052050647,clean_sag_supported,0.7528592565718939,1.4553157189180186,0.6521013487095797,0.708,1.5290000000000001,0.3514104400998572,0.22892788165713102,0.06694954834384259,0.09930144154849367,0.9979666165994268,0.6720478407821471,0.5242842704750763,-0.044859256571893935,0.07368428108198155
gradual_sag,10,True,True,clean_sag_supported,81,6,0.9873867681147889,1,0.951132627612378,clean_sag_supported,0.5533115509903523,1.2612197242724754,0.6877124451491832,0.519,1.33,0.3083158327666389,0.20364008302929654,0.05785440811187048,0.03416107639876773,0.9985821080752777,0.7045433669305762,0.4454082296601013,-0.034311550990352324,0.06878027572752465
gradual_sag,11,True,True,clean_sag_supported,81,-1,0.9823309064590582,1,0.9566899232292628,clean_sag_supported,0.5705610878899461,1.35049519492068,0.647280786126958,0.525,1.425,0.3536965581623043,0.2668931261481639,0.06043902953665704,0.03774743051018743,0.9988246895046627,0.6504789113803554,0.4066383064473661,-0.04556108788994606,0.07450480507932
gradual_sag,12,True,True,clean_sag_supported,81,-2,0.9871229165663972,1,0.9447783705340875,clean_sag_supported,0.5865939952823318,1.1628500665076893,0.6606733099487103,0.585,1.231,0.3239272460188214,0.16995317525342651,0.05773685700183796,0.03552870054440693,0.9984207343996925,0.7020606742092236,0.48163191051699655,-0.0015939952823318393,0.0681499334923108
gradual_sag,13,True,True,clean_sag_supported,81,0,0.9865042737043355,1,0.9631799497833354,clean_sag_supported,0.7441756816085923,1.2846065193088474,0.641838559548039,0.7020000000000001,1.349,0.3785953457614831,0.1982205227991694,0.05822660656225512,0.06759491052441656,0.9980419538547997,0.6406649507761956,0.5713050936118992,-0.0421756816085922,0.06439348069115258
gradual_sag,14,True,True,clean_sag_supported,81,-2,0.9734328810065751,1,0.9437000606519265,clean_sag_supported,0.5379993846241717,1.2062338258001228,0.5469518673515082,0.51,1.258,0.45516667252204956,0.28577908284132325,0.056139385780439366,0.050903779698450516,0.9978897968848223,0.5753161506199721,0.4494986692912709,-0.02799938462417173,0.05176617419987717
gradual_sag,15,True,True,clean_sag_supported,81,-1,0.9946802374088656,1,0.8921632276852184,clean_sag_supported,0.6524440882262078,1.248233995251371,0.7796135523384999,0.624,1.328,0.22159784248256864,0.12551828604572585,0.061015847466458675,0.037471620310857316,0.9991720444740737,0.7887206196619548,0.30423025668951437,-0.02844408822620781,0.07976600474862905
