case,repeat,true_sag,detected_sag,status,selected_window_samples,alignment_lag_samples,alignment_correlation,event_count,confidence,classification,true_start_s,true_end_s,retained_gain,detected_start_s,detected_end_s,max_depth,deficit_area_s,entry_timescale_s,recovery_timescale_s,median_correlation,median_rms_ratio,unknown_residual_energy,start_error_s,end_error_s
clean_sag,10,True,True,clean_sag_supported,41,-3,0.9817331806916716,1,0.9107564804804367,clean_sag_supported,0.7015251149317341,1.0118500140821736,0.5078040543704525,0.71,1.047,0.5265414335839105,0.14943752877124095,0.02327285663673889,0.0058875049992511705,0.9940719203087383,0.49459171102255767,0.8707182883554772,0.00847488506826588,0.035149985917826365
clean_sag,11,True,True,clean_sag_supported,81,2,0.9863891735548892,1,0.9635875438084792,clean_sag_supported,0.6768776914150995,1.2905276021227716,0.6620926560696465,0.685,1.335,0.3430361429491465,0.1976001227514873,0.024561414315048585,0.03578900504079866,0.9988021508872692,0.6672531622067164,0.650165852527525,0.008122308584900595,0.04447239787722834
clean_sag,12,True,True,clean_sag_supported,81,3,0.991858694971395,1,0.9215294889546268,clean_sag_supported,0.6238697072105945,1.0983154049562027,0.7268509510389503,0.61,1.139,0.2811022524603437,0.12652749106886835,0.02996073736555707,0.036683305336542536,0.9987692600301274,0.7362631125414197,0.5212963913265577,-0.01386970721059455,0.04068459504379729
clean_sag,13,True,True,clean_sag_supported,81,6,0.9720182101396778,1,0.9845298933026777,clean_sag_supported,0.7837485393694299,1.3875977138295006,0.5260891602691828,0.783,1.429,0.4746318993270301,0.2728266216054381,0.02060998266165615,0.03795981310483481,0.998503165834378,0.5349248020022599,0.8575201024087217,-0.0007485393694298681,0.04140228617049946
clean_sag,14,True,True,clean_sag_supported,81,-5,0.9893311106201099,1,0.8987482129585708,clean_sag_supported,0.5938822652112161,1.1202389049416797,0.7016821932582267,0.603,1.162,0.31994694344586805,0.16289333293900188,0.03477942917837544,0.031378754020482076,0.9983439324321325,0.7044616047941438,0.6116887352217105,0.00911773478878386,0.04176109505832026
clean_sag,15,True,True,clean_sag_supported,81,3,0.9964560584599504,1,0.8723658904026166,clean_sag_supported,0.6582640657415759,1.002932549492458,0.8079060732846941,0.629,1.038,0.2152058597348746,0.06939886379925836,0.04680461223448831,0.03268073142769137,0.9981931290662998,0.7858741507657936,0.827420335565467,-0.029264065741575918,0.03506745050754212
clean_sag,16,True,True,clean_sag_supported,41,7,0.9726682753233525,1,0.8842622641388883,clean_sag_supported,0.8121649927065555,1.3256478603775257,0.5126330589429525,0.791,1.338,0.5413412231108672,0.25045828790919267,0.029750783021660985,0.021564098488601344,0.9966515498288184,0.5436700051986856,0.4386829970518047,-0.021164992706555474,0.01235213962247439
clean_sag,17,True,True,clean_sag_supported,41,-4,0.9828002071829424,1,0.967892982725226,clean_sag_supported,0.7251776551850662,1.265001967692379,0.6132277985631793,0.715,1.2750000000000001,0.44237061090231355,0.2186750811689086,0.020495758389440483,0.017928591037234855,0.9983757918645271,0.6017110174965401,0.33009117494866985,-0.010177655185066192,0.009998032307621196
clean_sag,18,True,True,clean_sag_supported,41,3,0.9864843250219758,1,0.9417016019433485,clean_sag_supported,0.647799644029684,1.1295819334664663,0.6549957877507341,0.624,1.154,0.6690138241156064,0.1830185613413318,0.046952263904062395,0.011695097278626939,0.9976151641055375,0.6450187757244426,0.6295950067067043,-0.02379964402968404,0.024418066533533622
clean_sag,19,True,True,clean_sag_supported,81,-3,0.9915421259775852,1,0.9232594675212512,clean_sag_supported,0.7443380310040222,1.2980848796944027,0.7240956485626939,0.74,1.337,0.25863596285208834,0.1336988111222719,0.04148316903188949,0.029361565749821628,0.9986489798549678,0.7508237093706238,0.6488150037770299,-0.0043380310040221914,0.038915120305597295
clean_sag,20,True,True,clean_sag_supported,41,2,0.9855684762122737,1,0.9509267926768876,clean_sag_supported,0.5268572199406218,0.8905175452127742,0.6140255848306438,0.525,0.906,0.4060227200802494,0.13624519205629299,0.014406036285394545,0.02699336125319266,0.9976376981026305,0.6124498764453763,0.39863461333416844,-0.0018572199406218237,0.015482454787225874
clean_sag,21,True,True,clean_sag_supported,81,0,0.9855554202913174,1,0.9400237649387136,clean_sag_supported,0.7273419172770226,1.3127519871988265,0.6672019015369155,0.7010000000000001,1.344,0.3494914898994185,0.20337406838723177,0.026621153015168163,0.024422624085662734,0.9978298649267232,0.6749890940134226,0.7494021282517336,-0.02634191727702251,0.03124801280117362
clean_sag,22,True,True,clean_sag_supported,81,7,0.9918231966405872,1,0.9171908940996247,clean_sag_supported,0.5528670996474941,1.162329606771955,0.7535309304913571,0.518,1.172,0.27410200903596693,0.15826623329121825,0.039029356464330235,0.02307135124737779,0.9984414890587646,0.7541692400620773,0.5642773862949617,-0.034867099647494126,0.00967039322804486
clean_sag,23,True,True,clean_sag_supported,81,-3,0.9918767578669514,1,0.8941299803480983,clean_sag_supported,0.6078620564243706,1.1580413547751818,0.7492590717826455,0.61,1.172,0.2705754657073137,0.13758232693943412,0.029104987733948453,0.022870277497184874,0.9983082158078078,0.7556674464438594,0.5373512321598128,0.002137943575629353,0.013958645224818156
clean_sag,24,True,True,clean_sag_supported,81,7,0.9953626159883197,1,0.9089704815567499,clean_sag_supported,0.5203097479919374,0.8207920404319506,0.7763162415578209,0.517,0.808,0.23151194232158034,0.06038432926334491,0.027987626632362164,0.02091201972669778,0.9988626516048782,0.7805101887679189,0.5001707884015817,-0.003309747991937395,-0.012792040431950591
clean_sag,25,True,True,clean_sag_supported,81,1,0.9694855631190847,1,0.9298914650567859,clean_sag_supported,0.7266037018528351,1.2975393179844015,0.5044389220166452,0.6990000000000001,1.342,0.5070492090194839,0.2882232167494455,0.02678446059154564,0.041453637730224854,0.9975361253364078,0.5103577744455557,1.2198745274307043,-0.027603701852835005,0.04446068201559861
clean_sag,26,True,True,clean_sag_supported,81,6,0.9958645399992702,1,0.8159861678597932,clean_sag_supported,0.7561050155383346,1.3094902724328703,0.812821546462698,0.751,1.34,0.2014713613772403,0.10179571986674613,0.034906360228846765,0.03483724148675523,0.9988727082666177,0.7933524244640313,0.5207740692467836,-0.005105015538334645,0.030509727567129774
clean_sag,27,True,True,clean_sag_supported,81,-2,0.9921576879137816,1,0.8773142451822084,clean_sag_supported,0.6235878099706327,1.1276957167946486,0.7460590047475203,0.609,1.171,0.30194657928378155,0.151234201765614,0.03219227518988766,0.030339287334128426,0.9982233274799708,0.7294718660516899,0.6025906550245037,-0.014587809970632692,0.0433042832053514
clean_sag,28,True,True,clean_sag_supported,81,-7,0.9967978840801573,1,0.893012477283288,clean_sag_supported,0.7694801089957286,1.097408413522306,0.7992965018819148,0.778,1.167,0.2446856852944529,0.07568318941861309,0.025845952742281943,0.07477949998809066,0.9992031197935203,0.7581418053545463,0.4134126580322444,0.008519891004271418,0.06959158647769415
clean_sag,29,True,True,clean_sag_supported,41,6,0.983535551398838,1,0.9500888712909509,clean_sag_supported,0.7122683184942676,1.1774848633674564,0.6044079839461898,0.709,1.179,0.48231994509360354,0.18077186597118589,0.032381637672127046,0.021362945055017183,0.9966617419291565,0.6031373501592014,0.46012774020935027,-0.0032683184942676746,0.0015151366325436566
clean_sag,30,True,True,clean_sag_supported,81,1,0.9967436746031371,1,0.8391611926346035,clean_sag_supported,0.5687924907839664,0.9425450353153437,0.8155440780654627,0.582,0.98,0.2005645370384329,0.07052237592095019,0.0454952499897557,0.043643463435431455,0.9993614729256725,0.8139915857832741,0.47147318471113603,0.01320750921603353,0.037454964684656256
clean_sag,31,True,True,clean_sag_supported,41,-5,0.989987605119166,1,0.937117981234722,clean_sag_supported,0.7238604946653567,1.0402149525133442,0.639712841394148,0.716,1.062,0.36643932666922474,0.11349640413454506,0.020823434793083385,0.01519112639900409,0.9970794199037145,0.6545830254761981,0.4754670804899425,-0.007860494665356765,0.021785047486655884
clean_sag,32,True,True,clean_sag_supported,81,5,0.9907074005175167,1,0.9287858012181446,clean_sag_supported,0.4827104477866184,1.0227071128948244,0.7262283940099052,0.446,1.059,0.2937716946450203,0.1513148702404466,0.05075688901283692,0.05217955426552179,0.9990941177534978,0.7269282249239419,0.9706158730332346,-0.036710447786618416,0.03629288710517553
clean_sag,33,True,True,clean_sag_supported,81,5,0.994730808079144,1,0.8847986382943469,clean_sag_supported,0.527401703259808,0.9450172391885563,0.780360902759897,0.516,0.979,0.23358495549855718,0.09285700217447886,0.03010300736180072,0.04362889138881944,0.9989636045292982,0.7710577521634718,0.5297284634600481,-0.011401703259807938,0.03398276081144369
clean_sag,34,True,True,clean_sag_supported,81,1,0.996547716173157,1,0.8539074056166892,clean_sag_supported,0.48667407144526703,0.8029350634886401,0.8005433480366064,0.503,0.804,0.20126817939034536,0.05418354096250419,0.049545820230110935,0.024377626579156805,0.9992107163312451,0.8170541423654845,0.3573666658023579,0.01632592855473297,0.0010649365113599707
clean_sag,35,True,True,clean_sag_supported,81,-4,0.9908331797348879,1,0.9564857785979007,clean_sag_supported,0.8055241477381685,1.3091818640312873,0.7122932260009128,0.791,1.347,0.30834483306151783,0.1552789069467469,0.025006420185866216,0.026870384027637265,0.9988849473458231,0.7017587112814603,0.4550374262838694,-0.014524147738168458,0.03781813596871264
