total_captures,bounce_present_count_A,clean_single_transition_count_B,non_bounce_transient_count_T,failed_transition_count_F,uncertain_count_U,bounce_observation_rate_A_over_A_plus_B_plus_T,clean_reference_available,bounce_model_available,median_bounce_duration_s,median_extra_edge_count,low_observability_edge_fraction,observability_limited_capture_fraction
108,48,24,12,12,12,0.5714285714285714,True,True,0.0010349999999999995,4.0,0.0,0.1111111111111111
